reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.01,10
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.01,0
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.01,0
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.025,20
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.025,2
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.025,0
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.025,0
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.05,28
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.05,13
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.05,1
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.05,0
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.1,38
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.1,26
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.1,17
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.1,10
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.15,45
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.15,35
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.15,27
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.15,21
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.2,50
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.2,42
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.2,35
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.2,31
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.25,54
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.25,48
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.25,42
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.25,39
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.3,58
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.3,53
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.3,49
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.3,46
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.35,62
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.35,58
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.35,55
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.35,52
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.4,66
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.4,63
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.4,60
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.4,59
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.45,69
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.45,67
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.45,66
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.45,65
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.5,72
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.5,72
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.5,71
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.5,71
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.55,76
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.55,76
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.55,76
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.55,77
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.6,79
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.6,81
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.6,82
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.6,83
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.65,83
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.65,85
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.65,87
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.65,89
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.7,86
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.7,90
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.7,93
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.7,96
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.75,90
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.75,96
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.75,99
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.75,103
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.8,95
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.8,102
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.8,106
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.8,111
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.85,100
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.85,109
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.85,115
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.85,120
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.9,107
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.9,117
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.9,125
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.9,132
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.95,116
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.95,130
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.95,140
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.95,149
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.975,125
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.975,142
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.975,154
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.975,164
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.99,135
2023-11-25,1,wk inc flu hosp,2023-12-02,01,quantile,0.99,155
2023-11-25,2,wk inc flu hosp,2023-12-09,01,quantile,0.99,169
2023-11-25,3,wk inc flu hosp,2023-12-16,01,quantile,0.99,182
2023-11-25,0,wk inc flu hosp,2023-11-25,02,quantile,0.01,4
2023-11-25,1,wk inc flu hosp,2023-12-02,02,quantile,0.01,0
2023-11-25,2,wk inc flu hosp,2023-12-09,02,quantile,0.01,0
2023-11-25,3,wk inc flu hosp,2023-12-16,02,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,02,quantile,0.025,6
2023-11-25,1,wk inc flu hosp,2023-12-02,02,quantile,0.025,2
2023-11-25,2,wk inc flu hosp,2023-12-09,02,quantile,0.025,0
2023-11-25,3,wk inc flu hosp,2023-12-16,02,quantile,0.025,0
2023-11-25,0,wk inc flu hosp,2023-11-25,02,quantile,0.05,8
2023-11-25,1,wk inc flu hosp,2023-12-02,02,quantile,0.05,5
2023-11-25,2,wk inc flu hosp,2023-12-09,02,quantile,0.05,2
2023-11-25,3,wk inc flu hosp,2023-12-16,02,quantile,0.05,0
2023-11-25,0,wk inc flu hosp,2023-11-25,02,quantile,0.1,11
2023-11-25,1,wk inc flu hosp,2023-12-02,02,quantile,0.1,8
2023-11-25,2,wk inc flu hosp,2023-12-09,02,quantile,0.1,5
2023-11-25,3,wk inc flu hosp,2023-12-16,02,quantile,0.1,4
2023-11-25,0,wk inc flu hosp,2023-11-25,02,quantile,0.15,12
