reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.01,7129
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.025,7702
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.05,8253
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.1,8784
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.15,9109
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.2,9363
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.25,9638
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.3,9834
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.35,9995
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.4,10171
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.45,10335
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.5,10488
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.55,10637
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.6,10794
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.65,10956
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.7,11145
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.75,11391
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.8,11664
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.85,11908
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.9,12410
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.95,13051
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.975,13483
2024-01-27,wk inc flu hosp,0,2024-01-27,US,quantile,0.99,14200
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.01,4520
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.025,5113
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.05,5717
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.1,6400
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.15,6864
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.2,7183
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.25,7524
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.3,7799
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.35,8008
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.4,8205
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.45,8422
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.5,8589
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.55,8802
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.6,8994
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.65,9293
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.7,9568
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.75,9913
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.8,10220
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.85,10916
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.9,11568
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.95,12653
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.975,13587
2024-01-27,wk inc flu hosp,1,2024-02-03,US,quantile,0.99,14836
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.01,3111
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.025,3923
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.05,4402
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.1,5006
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.15,5364
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.2,5757
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.25,5982
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.3,6236
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.35,6520
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.4,6804
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.45,7021
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.5,7252
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.55,7501
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.6,7765
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.65,8048
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.7,8402
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.75,8708
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.8,9193
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.85,9769
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.9,10811
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.95,12371
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.975,14439
2024-01-27,wk inc flu hosp,2,2024-02-10,US,quantile,0.99,16410
2024-01-27,wk inc flu hosp,3,2024-02-17,US,quantile,0.01,2472
2024-01-27,wk inc flu hosp,3,2024-02-17,US,quantile,0.025,2852
2024-01-27,wk inc flu hosp,3,2024-02-17,US,quantile,0.05,3530
2024-01-27,wk inc flu hosp,3,2024-02-17,US,quantile,0.1,4141
2024-01-27,wk inc flu hosp,3,2024-02-17,US,quantile,0.15,4487
2024-01-27,wk inc flu hosp,3,2024-02-17,US,quantile,0.2,4779
2024-01-27,wk inc flu hosp,3,2024-02-17,US,quantile,0.25,5061
2024-01-27,wk inc flu hosp,3,2024-02-17,US,quantile,0.3,5310
2024-01-27,wk inc flu hosp,3,2024-02-17,US,quantile,0.35,5555
2024-01-27,wk inc flu hosp,3,2024-02-17,US,quantile,0.4,5736
2024-01-27,wk inc flu hosp,3,2024-02-17,US,quantile,0.45,6003
2024-01-27,wk inc flu hosp,3,2024-02-17,US,quantile,0.5,6261
