reference_date,target,horizon,target_end_date,output_type,output_type_id,value,location
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.01,1.4047059251389309,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.025,2.9103659205148853,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.05,5.357779852925865,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.1,7.7123692563644495,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.15,9.507752714615297,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.2,10.705974518034935,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.25,11.793336528314171,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.3,12.409260093600777,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.35,12.93287624174581,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.4,13.671089774587315,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.45,14.743276456038226,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.5,15.901611577814544,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.55,16.90603627571628,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.6,18.24029361938044,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.65,19.93469155970839,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.7,21.557576026752542,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.75,23.40409586069012,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.8,26.078354089519344,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.85,30.068476440635816,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.9,35.923546967653195,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.95,54.07166289646194,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.975,75.29486242793485,08
2023-11-04,wk inc flu hosp,0,2023-11-04,quantile,0.99,103.22837957532008,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.01,1.1400935041191105,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.025,1.929559113238149,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.05,3.637467375179668,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.1,6.053384640836487,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.15,8.091905066638914,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.2,9.392791247288072,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.25,10.380594041403793,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.3,11.183996927967373,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.35,12.183620357077356,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.4,13.137545044346734,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.45,14.386701581886136,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.5,15.699007720977116,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.55,17.179229428846433,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.6,18.889867986215137,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.65,20.724561520187905,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.7,22.84495361226162,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.75,25.0445226399379,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.8,28.180715058398025,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.85,32.85922424847051,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.9,41.21221925757805,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.95,66.14629839300272,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.975,96.67113246415428,08
2023-11-04,wk inc flu hosp,1,2023-11-11,quantile,0.99,146.5630809630486,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.01,1.074338251299479,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.025,1.8676074211718072,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.05,3.340949346543787,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.1,5.322851193165369,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.15,7.338544697623244,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.2,8.699364362311048,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.25,9.999920772628906,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.3,11.169903282896648,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.35,12.244503361011091,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.4,13.445977262471327,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.45,14.7316828531565,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.5,16.178878610127065,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.55,17.63963649124481,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.6,19.55689291708004,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.65,21.940475879466213,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.7,24.284340961017055,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.75,27.436561260370556,08
2023-11-04,wk inc flu hosp,2,2023-11-18,quantile,0.8,32.0930377673878,08
