reference_date,target,horizon,target_end_date,output_type,output_type_id,value,location
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.01,227.79324259612375,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.025,261.4535863845961,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.05,660.2459690370856,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.1,871.1209642170658,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.15,1024.3182977640065,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.2,1191.1145110744849,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.25,1400.9836199950566,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.3,1487.1133258530176,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.35,1506.1403554064802,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.4,1548.225227777897,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.45,1567.5913063446712,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.5,1575.3661202928367,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.55,1576.557354390066,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.6,1614.20817330288,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.65,1771.3710925999153,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.7,1824.407425011248,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.75,1875.452269710339,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.8,2019.001752780862,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.85,2225.6725022163487,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.9,2504.7826772945696,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.95,4035.685083070447,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.975,5924.4353815347595,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.99,15921.665703592696,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.01,52.57959182909604,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.025,166.52689489672997,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.05,333.8078602371028,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.1,525.7418964843205,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.15,641.7986569850411,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.2,735.8114503200057,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.25,816.0913477060152,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.3,895.6801957375599,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.35,986.7028055893368,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.4,1034.1374600936394,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.45,1069.785378793497,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.5,1093.0074051966449,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.55,1160.558834263592,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.6,1202.7815632670902,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.65,1257.5412450886472,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.7,1328.7807073539998,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.75,1423.5884321381072,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.8,1570.8353971694914,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.85,1718.1387191735944,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.9,2091.9529006228454,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.95,2985.904969311044,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.975,5251.5165171826575,06
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.99,10759.581321810503,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.01,49.34970785006034,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.025,118.66558490396356,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.05,186.92092031923767,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.1,374.13979453301994,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.15,478.1109483081048,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.2,571.8694181033629,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.25,656.3910435440488,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.3,726.4479121624599,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.35,807.0235770236986,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.4,885.3092995074139,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.45,949.5320418324152,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.5,1009.7409891780064,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.55,1063.2205319846985,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.6,1126.2466229964853,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.65,1190.6498908588474,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.7,1264.126783027414,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.75,1393.2215775996751,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.8,1562.875104360627,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.85,1770.4286371902658,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.9,2177.915250629662,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.95,3641.987943497697,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.975,6330.668191633276,06
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.99,18209.17495527941,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.01,37.245155627747174,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.025,74.84064762742011,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.05,117.13217321554548,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.1,220.2816840726902,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.15,303.061900169618,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.2,363.37067867798663,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.25,429.2125392013302,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.3,492.5823165309736,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.35,547.9511807738464,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.4,598.220354853875,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.45,645.52262126037,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.5,705.363912473678,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.55,754.640484548289,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.6,814.573748802716,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.65,868.4448382722645,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.7,933.2638597702826,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.75,1036.8996186716474,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.8,1177.3630703725682,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.85,1368.945110930357,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.9,1842.7094338089155,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.95,3504.6843208801224,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.975,5604.10487051567,06
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.99,11680.820214318634,06
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.01,18.593664629874446,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.025,35.22093808703315,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.05,77.11964180858796,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.1,107.88557046829872,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.15,128.7580970289413,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.2,146.5961279335261,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.25,153.23745103999244,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.3,158.77295551727917,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.35,162.83991237339328,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.4,169.91843045204504,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.45,176.88411421196523,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.5,184.16606341314144,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.55,191.9706781859976,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.6,201.72788227268708,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.65,216.01705973632005,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.7,232.61368925157825,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.75,248.25494166761663,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.8,267.63925869959036,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.85,292.7363245614251,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.9,315.9983743303726,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.95,355.3992512479688,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.975,456.7024993015896,08
2024-01-06,wk inc flu hosp,0,2024-01-06,quantile,0.99,950.4778902914256,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.01,11.883017061530396,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.025,23.15968771279458,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.05,36.64428044010231,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.1,60.40370687877241,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.15,76.94825442654904,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.2,90.52908714098734,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.25,100.09721243355142,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.3,107.24644593253484,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.35,116.65767470197387,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.4,124.4747662212479,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.45,132.64789648577374,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.5,143.84541741611588,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.55,155.79150092788012,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.6,165.899737066436,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.65,176.04091875591942,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.7,189.27808264831367,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.75,203.3775451807714,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.8,221.12189886691323,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.85,245.05063063594736,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.9,279.49064058764867,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.95,398.4901618639458,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.975,678.7969971989029,08
2024-01-06,wk inc flu hosp,1,2024-01-13,quantile,0.99,1029.4810426084707,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.01,8.94215643568429,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.025,15.000670363889096,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.05,23.79356030122438,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.1,37.80357539632969,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.15,49.38091405143384,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.2,59.78013612935326,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.25,68.75437161127319,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.3,73.86059080654674,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.35,81.79062798548523,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.4,88.35738926151623,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.45,96.12436332038084,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.5,102.81802740958594,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.55,112.30646256489152,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.6,122.34930624563486,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.65,132.4847122112336,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.7,145.01158638112355,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.75,159.19692081921363,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.8,182.99656037079848,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.85,211.84098867173125,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.9,256.91594727765164,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.95,354.5326552168002,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.975,533.0760364391301,08
2024-01-06,wk inc flu hosp,2,2024-01-20,quantile,0.99,939.6960151322696,08
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.01,6.227333658904914,08
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.025,10.4090089670118,08
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.05,16.212788345595087,08
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.1,25.52000996117969,08
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.15,34.37287030393988,08
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.2,42.62920525379597,08
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.25,49.5911624248094,08
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.3,54.533889550755475,08
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.35,60.62195484569176,08
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.4,66.0546445140018,08
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.45,74.25883453420461,08
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.5,81.98153618805719,08
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.55,90.43850595484744,08
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.6,98.7532957413064,08
2024-01-06,wk inc flu hosp,3,2024-01-27,quantile,0.65,109.6711191424472,08
