reference_date,target,horizon,target_end_date,output_type,output_type_id,value,location
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.01,1.938652107089968,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.025,6.208974462353716,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.05,15.355029770546423,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.1,21.736173279094125,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.15,26.497011980899902,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.2,30.52717631318001,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.25,33.518286264887266,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.3,36.11868638098241,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.35,38.08297337332948,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.4,39.632299469373,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.45,42.325542675229926,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.5,44.64518685224145,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.55,47.93596847514422,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.6,51.76842715006154,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.65,55.93549630128936,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.7,61.16693658109558,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.75,67.3531777550576,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.8,77.51324246252736,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.85,88.53531797335557,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.9,125.81877705221382,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.95,263.93841981268463,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.975,433.88681244472,06
2023-10-21,wk inc flu hosp,0,2023-10-21,quantile,0.99,818.3513943846816,06
2023-10-21,wk inc flu hosp,1,2023-10-28,quantile,0.01,1.3366102773620083,06
2023-10-21,wk inc flu hosp,1,2023-10-28,quantile,0.025,3.6281123683710046,06
2023-10-21,wk inc flu hosp,1,2023-10-28,quantile,0.05,12.139105055699869,06
2023-10-21,wk inc flu hosp,1,2023-10-28,quantile,0.1,20.543704641942877,06
2023-10-21,wk inc flu hosp,1,2023-10-28,quantile,0.15,27.391412729755704,06
2023-10-21,wk inc flu hosp,1,2023-10-28,quantile,0.2,33.394917374174526,06
2023-10-21,wk inc flu hosp,1,2023-10-28,quantile,0.25,37.15503284116848,06
2023-10-21,wk inc flu hosp,1,2023-10-28,quantile,0.3,40.29074301967303,06
2023-10-21,wk inc flu hosp,1,2023-10-28,quantile,0.35,42.66599544721618,06
2023-10-21,wk inc flu hosp,1,2023-10-28,quantile,0.4,46.00400314929293,06
2023-10-21,wk inc flu hosp,1,2023-10-28,quantile,0.45,50.52933086573549,06
2023-10-21,wk inc flu hosp,1,2023-10-28,quantile,0.5,55.21249051984304,06
2023-10-21,wk inc flu hosp,1,2023-10-28,quantile,0.55,59.22313115670259,06
2023-10-21,wk inc flu hosp,1,2023-10-28,quantile,0.6,63.731179602272874,06
2023-10-21,wk inc flu hosp,1,2023-10-28,quantile,0.65,69.98102099284002,06
