reference_date,target,horizon,target_end_date,output_type,output_type_id,value,location
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.01,2.05758774802703,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.025,4.624152645280531,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.05,14.861045189843342,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.1,21.449060923927792,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.15,26.14574134752582,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.2,30.8337517087203,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.25,33.986056492795186,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.3,37.201115572790066,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.35,40.320399756633435,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.4,42.4593367542833,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.45,45.500461453135266,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.5,48.716143056359066,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.55,53.15300945012858,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.6,58.00369593647231,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.65,63.10500838009057,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.7,66.96902878223418,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.75,74.34072955314153,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.8,82.26161307553336,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.85,92.12069297600772,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.9,114.83186498499543,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.95,198.09456793152265,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.975,452.25707191587634,06
2023-10-14,wk inc flu hosp,0,2023-10-14,quantile,0.99,684.158741795535,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.01,0.7314839261766348,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.025,5.547583834897159,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.05,9.652438620830177,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.1,18.728419047063735,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.15,23.947654642290782,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.2,29.701510472138175,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.25,33.538392932491256,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.3,36.635455679580275,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.35,40.03236208427517,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.4,43.72755739231484,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.45,49.163377836013424,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.5,54.6732001013727,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.55,61.666115433675984,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.6,68.1826570830277,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.65,76.12007486183421,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.7,86.2741632101501,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.75,92.58350165767588,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.8,105.60519768899572,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.85,135.6574405264558,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.9,196.5702403079848,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.95,429.2637288666526,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.975,738.4528476548005,06
2023-10-14,wk inc flu hosp,1,2023-10-21,quantile,0.99,1012.9556887422696,06
2023-10-14,wk inc flu hosp,2,2023-10-28,quantile,0.01,1.6148021610122476,06
2023-10-14,wk inc flu hosp,2,2023-10-28,quantile,0.025,3.6350797075386145,06
2023-10-14,wk inc flu hosp,2,2023-10-28,quantile,0.05,6.356304134212518,06
2023-10-14,wk inc flu hosp,2,2023-10-28,quantile,0.1,16.721497676507,06
2023-10-14,wk inc flu hosp,2,2023-10-28,quantile,0.15,24.04851771851422,06
2023-10-14,wk inc flu hosp,2,2023-10-28,quantile,0.2,29.932611282379582,06
2023-10-14,wk inc flu hosp,2,2023-10-28,quantile,0.25,35.09946847649783,06
2023-10-14,wk inc flu hosp,2,2023-10-28,quantile,0.3,40.373427300128384,06
