reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2024-02-10,0,wk inc flu hosp,2024-02-10,53,quantile,0.01,23.8
2024-02-10,0,wk inc flu hosp,2024-02-10,17,quantile,0.01,65.9
2024-02-10,0,wk inc flu hosp,2024-02-10,06,quantile,0.01,61.5
2024-02-10,0,wk inc flu hosp,2024-02-10,04,quantile,0.01,144.7
2024-02-10,0,wk inc flu hosp,2024-02-10,25,quantile,0.01,210.2
2024-02-10,0,wk inc flu hosp,2024-02-10,55,quantile,0.01,66.1
2024-02-10,0,wk inc flu hosp,2024-02-10,48,quantile,0.01,631.4
2024-02-10,0,wk inc flu hosp,2024-02-10,31,quantile,0.01,16.9
2024-02-10,0,wk inc flu hosp,2024-02-10,49,quantile,0.01,0.5
2024-02-10,0,wk inc flu hosp,2024-02-10,41,quantile,0.01,33.4
2024-02-10,0,wk inc flu hosp,2024-02-10,12,quantile,0.01,275.3
2024-02-10,0,wk inc flu hosp,2024-02-10,36,quantile,0.01,168.5
2024-02-10,0,wk inc flu hosp,2024-02-10,44,quantile,0.01,4.9
2024-02-10,0,wk inc flu hosp,2024-02-10,13,quantile,0.01,129.1
2024-02-10,0,wk inc flu hosp,2024-02-10,33,quantile,0.01,10.7
2024-02-10,0,wk inc flu hosp,2024-02-10,37,quantile,0.01,96.4
2024-02-10,0,wk inc flu hosp,2024-02-10,34,quantile,0.01,99
2024-02-10,0,wk inc flu hosp,2024-02-10,08,quantile,0.01,68.7
2024-02-10,0,wk inc flu hosp,2024-02-10,24,quantile,0.01,39.2
2024-02-10,0,wk inc flu hosp,2024-02-10,32,quantile,0.01,8.2
2024-02-10,0,wk inc flu hosp,2024-02-10,47,quantile,0.01,101.8
2024-02-10,0,wk inc flu hosp,2024-02-10,15,quantile,0.01,0
2024-02-10,0,wk inc flu hosp,2024-02-10,18,quantile,0.01,147.4
2024-02-10,0,wk inc flu hosp,2024-02-10,21,quantile,0.01,108.4
2024-02-10,0,wk inc flu hosp,2024-02-10,27,quantile,0.01,55.6
2024-02-10,0,wk inc flu hosp,2024-02-10,40,quantile,0.01,160.9
2024-02-10,0,wk inc flu hosp,2024-02-10,42,quantile,0.01,138.7
2024-02-10,0,wk inc flu hosp,2024-02-10,45,quantile,0.01,52.9
2024-02-10,0,wk inc flu hosp,2024-02-10,11,quantile,0.01,4.6
2024-02-10,0,wk inc flu hosp,2024-02-10,20,quantile,0.01,26.7
2024-02-10,0,wk inc flu hosp,2024-02-10,29,quantile,0.01,110.6
2024-02-10,0,wk inc flu hosp,2024-02-10,50,quantile,0.01,4.2
2024-02-10,0,wk inc flu hosp,2024-02-10,51,quantile,0.01,83.2
2024-02-10,0,wk inc flu hosp,2024-02-10,09,quantile,0.01,39.6
2024-02-10,0,wk inc flu hosp,2024-02-10,19,quantile,0.01,23
2024-02-10,0,wk inc flu hosp,2024-02-10,22,quantile,0.01,32.6
2024-02-10,0,wk inc flu hosp,2024-02-10,39,quantile,0.01,208.3
2024-02-10,0,wk inc flu hosp,2024-02-10,26,quantile,0.01,204.9
2024-02-10,0,wk inc flu hosp,2024-02-10,46,quantile,0.01,7.5
2024-02-10,0,wk inc flu hosp,2024-02-10,05,quantile,0.01,95.3
2024-02-10,0,wk inc flu hosp,2024-02-10,10,quantile,0.01,6.9
2024-02-10,0,wk inc flu hosp,2024-02-10,28,quantile,0.01,38
2024-02-10,0,wk inc flu hosp,2024-02-10,35,quantile,0.01,20
2024-02-10,0,wk inc flu hosp,2024-02-10,38,quantile,0.01,9.8
2024-02-10,0,wk inc flu hosp,2024-02-10,56,quantile,0.01,16.7
2024-02-10,0,wk inc flu hosp,2024-02-10,02,quantile,0.01,0
2024-02-10,0,wk inc flu hosp,2024-02-10,23,quantile,0.01,25.4
2024-02-10,0,wk inc flu hosp,2024-02-10,01,quantile,0.01,34.6
2024-02-10,0,wk inc flu hosp,2024-02-10,16,quantile,0.01,20.4
2024-02-10,0,wk inc flu hosp,2024-02-10,30,quantile,0.01,34.9
2024-02-10,0,wk inc flu hosp,2024-02-10,72,quantile,0.01,1.2
2024-02-10,0,wk inc flu hosp,2024-02-10,54,quantile,0.01,53.5
2024-02-10,1,wk inc flu hosp,2024-02-17,53,quantile,0.01,24.8
2024-02-10,1,wk inc flu hosp,2024-02-17,17,quantile,0.01,49.5
2024-02-10,1,wk inc flu hosp,2024-02-17,06,quantile,0.01,18.7
2024-02-10,1,wk inc flu hosp,2024-02-17,04,quantile,0.01,19.8
2024-02-10,1,wk inc flu hosp,2024-02-17,25,quantile,0.01,134.1
2024-02-10,1,wk inc flu hosp,2024-02-17,55,quantile,0.01,44.6
2024-02-10,1,wk inc flu hosp,2024-02-17,48,quantile,0.01,444.5
2024-02-10,1,wk inc flu hosp,2024-02-17,31,quantile,0.01,8.6
2024-02-10,1,wk inc flu hosp,2024-02-17,49,quantile,0.01,0
2024-02-10,1,wk inc flu hosp,2024-02-17,41,quantile,0.01,17.6
2024-02-10,1,wk inc flu hosp,2024-02-17,12,quantile,0.01,60
2024-02-10,1,wk inc flu hosp,2024-02-17,36,quantile,0.01,71
2024-02-10,1,wk inc flu hosp,2024-02-17,44,quantile,0.01,0
2024-02-10,1,wk inc flu hosp,2024-02-17,13,quantile,0.01,6.2
2024-02-10,1,wk inc flu hosp,2024-02-17,33,quantile,0.01,1.6
2024-02-10,1,wk inc flu hosp,2024-02-17,37,quantile,0.01,26.2
2024-02-10,1,wk inc flu hosp,2024-02-17,34,quantile,0.01,34.9
2024-02-10,1,wk inc flu hosp,2024-02-17,08,quantile,0.01,33
2024-02-10,1,wk inc flu hosp,2024-02-17,24,quantile,0.01,15
2024-02-10,1,wk inc flu hosp,2024-02-17,32,quantile,0.01,6.2
2024-02-10,1,wk inc flu hosp,2024-02-17,47,quantile,0.01,23
