reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2023-11-25,0,wk inc flu hosp,2023-11-25,53,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,17,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,06,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,04,quantile,0.01,24.6
2023-11-25,0,wk inc flu hosp,2023-11-25,25,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,55,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,48,quantile,0.01,79.7
2023-11-25,0,wk inc flu hosp,2023-11-25,31,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,49,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,41,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,12,quantile,0.01,24.7
2023-11-25,0,wk inc flu hosp,2023-11-25,36,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,44,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,13,quantile,0.01,4
2023-11-25,0,wk inc flu hosp,2023-11-25,33,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,37,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,34,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,08,quantile,0.01,1.2
2023-11-25,0,wk inc flu hosp,2023-11-25,24,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,32,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,47,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,15,quantile,0.01,2.6
2023-11-25,0,wk inc flu hosp,2023-11-25,18,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,21,quantile,0.01,1.1
2023-11-25,0,wk inc flu hosp,2023-11-25,27,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,40,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,42,quantile,0.01,1.8
2023-11-25,0,wk inc flu hosp,2023-11-25,45,quantile,0.01,6.3
2023-11-25,0,wk inc flu hosp,2023-11-25,11,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,20,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,29,quantile,0.01,1.5
2023-11-25,0,wk inc flu hosp,2023-11-25,50,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,51,quantile,0.01,12.2
2023-11-25,0,wk inc flu hosp,2023-11-25,09,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,19,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,22,quantile,0.01,8.4
2023-11-25,0,wk inc flu hosp,2023-11-25,39,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,26,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,46,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,05,quantile,0.01,2.4
2023-11-25,0,wk inc flu hosp,2023-11-25,10,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,28,quantile,0.01,5.2
2023-11-25,0,wk inc flu hosp,2023-11-25,35,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,38,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,56,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,02,quantile,0.01,9
2023-11-25,0,wk inc flu hosp,2023-11-25,23,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,01,quantile,0.01,17.9
2023-11-25,0,wk inc flu hosp,2023-11-25,16,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,30,quantile,0.01,0
2023-11-25,0,wk inc flu hosp,2023-11-25,72,quantile,0.01,31.1
2023-11-25,0,wk inc flu hosp,2023-11-25,54,quantile,0.01,1.1
2023-11-25,1,wk inc flu hosp,2023-12-02,53,quantile,0.01,0
2023-11-25,1,wk inc flu hosp,2023-12-02,17,quantile,0.01,0
2023-11-25,1,wk inc flu hosp,2023-12-02,06,quantile,0.01,0
2023-11-25,1,wk inc flu hosp,2023-12-02,04,quantile,0.01,7.4
2023-11-25,1,wk inc flu hosp,2023-12-02,25,quantile,0.01,0
2023-11-25,1,wk inc flu hosp,2023-12-02,55,quantile,0.01,0
2023-11-25,1,wk inc flu hosp,2023-12-02,48,quantile,0.01,24.3
2023-11-25,1,wk inc flu hosp,2023-12-02,31,quantile,0.01,0
2023-11-25,1,wk inc flu hosp,2023-12-02,49,quantile,0.01,0
2023-11-25,1,wk inc flu hosp,2023-12-02,41,quantile,0.01,0
2023-11-25,1,wk inc flu hosp,2023-12-02,12,quantile,0.01,35.9
2023-11-25,1,wk inc flu hosp,2023-12-02,36,quantile,0.01,0
2023-11-25,1,wk inc flu hosp,2023-12-02,44,quantile,0.01,0
2023-11-25,1,wk inc flu hosp,2023-12-02,13,quantile,0.01,15
2023-11-25,1,wk inc flu hosp,2023-12-02,33,quantile,0.01,0
