reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2023-10-28,0,wk inc flu hosp,2023-10-28,53,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,17,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,06,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,04,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,25,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,55,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,48,quantile,0.01,37.7
2023-10-28,0,wk inc flu hosp,2023-10-28,31,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,49,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,41,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,12,quantile,0.01,14.5
2023-10-28,0,wk inc flu hosp,2023-10-28,36,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,44,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,13,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,33,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,37,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,34,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,08,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,24,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,32,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,47,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,15,quantile,0.01,1.2
2023-10-28,0,wk inc flu hosp,2023-10-28,18,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,21,quantile,0.01,0.9
2023-10-28,0,wk inc flu hosp,2023-10-28,27,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,40,quantile,0.01,9.4
2023-10-28,0,wk inc flu hosp,2023-10-28,42,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,45,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,11,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,20,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,29,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,50,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,51,quantile,0.01,6.7
2023-10-28,0,wk inc flu hosp,2023-10-28,09,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,19,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,22,quantile,0.01,0.8
2023-10-28,0,wk inc flu hosp,2023-10-28,39,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,26,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,46,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,05,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,10,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,28,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,35,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,38,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,56,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,02,quantile,0.01,0.9
2023-10-28,0,wk inc flu hosp,2023-10-28,23,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,01,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,16,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,30,quantile,0.01,0
2023-10-28,0,wk inc flu hosp,2023-10-28,72,quantile,0.01,17.4
2023-10-28,0,wk inc flu hosp,2023-10-28,54,quantile,0.01,0
2023-10-28,1,wk inc flu hosp,2023-11-04,53,quantile,0.01,0
2023-10-28,1,wk inc flu hosp,2023-11-04,17,quantile,0.01,0
2023-10-28,1,wk inc flu hosp,2023-11-04,06,quantile,0.01,7.8
2023-10-28,1,wk inc flu hosp,2023-11-04,04,quantile,0.01,0
2023-10-28,1,wk inc flu hosp,2023-11-04,25,quantile,0.01,0
2023-10-28,1,wk inc flu hosp,2023-11-04,55,quantile,0.01,0
2023-10-28,1,wk inc flu hosp,2023-11-04,48,quantile,0.01,14.1
2023-10-28,1,wk inc flu hosp,2023-11-04,31,quantile,0.01,0
2023-10-28,1,wk inc flu hosp,2023-11-04,49,quantile,0.01,0
2023-10-28,1,wk inc flu hosp,2023-11-04,41,quantile,0.01,0
