location,horizon,output_type_id,value,reference_date,target,target_end_date,output_type
01,0,0.01,17.4725,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.025,17.552500000000002,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.05,18.03,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.1,18.74,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.15,18.965,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.2,19.17,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.25,19.655,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.3,19.869999999999997,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.35,19.99,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.4,20.3025,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.45,20.42,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.5,20.65,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.55,20.9,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.6,21.09,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.65,21.21,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.7,21.3825,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.75,21.567500000000003,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.8,21.79,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.85,22.095,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.9,22.3675,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.95,22.82,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.975,23.1375,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,0,0.99,23.225,2024-04-27,wk inc flu hosp,2024-04-27,quantile
01,1,0.01,8.9225,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.025,9.5375,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.05,10.655,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.1,12.2225,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.15,13.0825,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.2,14.32,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.25,15.69,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.3,17.5475,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.35,18.2825,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.4,19.2975,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.45,20.4375,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.5,21.8525,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.55,22.557499999999997,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.6,24.2225,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.65,25.2775,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.7,26.3075,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.75,27.12,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.8,27.880000000000003,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.85,28.4925,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.9,29.9475,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.95,31.3425,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.975,32.3125,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,1,0.99,32.7425,2024-04-27,wk inc flu hosp,2024-05-04,quantile
01,2,0.01,6.13,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.025,6.6475,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.05,7.55,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.1,10.285,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.15,11.495,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.2,13.88,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.25,16.6925,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.3,18.3675,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.35,21.545,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.4,23.28,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.45,25.262500000000003,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.5,27.22,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.55,29.945,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.6,31.5,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.65,34.7325,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.7,37.4675,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.75,39.2575,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.8,41.575,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.85,43.6175,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.9,45.9025,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.95,48.2475,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.975,49.5575,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,2,0.99,50.2375,2024-04-27,wk inc flu hosp,2024-05-11,quantile
01,3,0.01,2.8025,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.025,4.4275,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.05,5.97,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.1,8.7,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.15,9.9225,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.2,13.3625,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.25,14.93,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.3,16.7375,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.35,18.7225,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.4,20.3975,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.45,21.8925,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.5,24.0925,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.55,26.402500000000003,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.6,27.5625,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.65,29.665,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.7,30.6375,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.75,31.6975,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.8,34.0325,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.85,35.5925,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.9,37.695,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.95,40.885000000000005,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.975,41.9975,2024-04-27,wk inc flu hosp,2024-05-18,quantile
01,3,0.99,44.13,2024-04-27,wk inc flu hosp,2024-05-18,quantile
02,0,0.01,0.91,2024-04-27,wk inc flu hosp,2024-04-27,quantile
02,0,0.025,0.96,2024-04-27,wk inc flu hosp,2024-04-27,quantile
02,0,0.05,1.015,2024-04-27,wk inc flu hosp,2024-04-27,quantile
02,0,0.1,1.11,2024-04-27,wk inc flu hosp,2024-04-27,quantile
02,0,0.15,1.2575,2024-04-27,wk inc flu hosp,2024-04-27,quantile
02,0,0.2,1.5875,2024-04-27,wk inc flu hosp,2024-04-27,quantile
02,0,0.25,2.0425,2024-04-27,wk inc flu hosp,2024-04-27,quantile
02,0,0.3,2.2024999999999997,2024-04-27,wk inc flu hosp,2024-04-27,quantile
