location,horizon,output_type_id,value,reference_date,target,target_end_date,output_type
01,0,0.01,8.525,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.025,9.515,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.05,11.275,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.1,13.645,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.15,15.785,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.2,17.53,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.25,18.36,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.3,19.155,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.35,20.32,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.4,21.53,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.45,23.36,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.5,24.74,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.55,25.615,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.6,26.525,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.65,27.905,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.7,29.5,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.75,31.265,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.8,32.23,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.85,33.655,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.9,35.41,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.95,39.1,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.975,40.235,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,0,0.99,41.22,2024-04-20,wk inc flu hosp,2024-04-20,quantile
01,1,0.01,13.43,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.025,13.75,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.05,14.795,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.1,16.509999999999998,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.15,19.229999999999997,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.2,20.025,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.25,21.24,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.3,22.79,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.35,24.615,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.4,25.895000000000003,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.45,27.589999999999996,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.5,30.950000000000003,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.55,32.72,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.6,34.5,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.65,36.83,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.7,39.485,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.75,42.38,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.8,44.915,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.85,46.97,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.9,49.815,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.95,54.525000000000006,2024-04-20,wk inc flu hosp,2024-04-27,quantile
01,1,0.975,55.72,2024-04-20,wk inc flu hosp,2024-04-27,quantile
