location,horizon,output_type_id,value,reference_date,target,target_end_date,output_type
01,0,0.01,48.08,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.025,52.11,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.05,56.56,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.1,60.435,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.15,64.89500000000001,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.2,67.65,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.25,71.19999999999999,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.3,74.08,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.35,76.63499999999999,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.4,81.38499999999999,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.45,84.985,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.5,89.18,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.55,92.905,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.6,95.115,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.65,100.195,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.7,103.765,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.75,108.48,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.8,112.1,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.85,115.84,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.9,118.885,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.95,127.62,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.975,132.835,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.99,140.98000000000002,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,1,0.01,33.28,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.025,34.86,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.05,36.739999999999995,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.1,38.93000000000001,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.15,43.04,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.2,46.989999999999995,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.25,49.41,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.3,54.879999999999995,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.35,63.27,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.4,70.355,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.45,74.295,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.5,78.725,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.55,80.825,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.6,85.055,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.65,88.805,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.7,94.08,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.75,99.355,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.8,106.325,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.85,110.905,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.9,115.27,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.95,124.455,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.975,129.22,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.99,131.24,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,2,0.01,9.7,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.025,10.21,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.05,10.745,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.1,13.614999999999998,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.15,20.53,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.2,23.475,2024-02-17,wk inc flu hosp,2024-03-02,quantile
