location,horizon,output_type_id,value,reference_date,target,target_end_date,output_type
01,0,0.01,69.28999999999999,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.025,71.05000000000001,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.05,72.35,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.1,82.85,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.15,85.305,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.2,87.9,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.25,90.225,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.3,93.235,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.35,94.74,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.4,97.525,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.45,101.235,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.5,103.74,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.55,106.38,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.6,109.395,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.65,111.61,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.7,112.985,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.75,115.895,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.8,118.8,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.85,122.44,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.9,130.01,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.95,135.995,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.975,141.7,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,0,0.99,144.32500000000002,2023-12-02,wk inc flu hosp,2023-12-02,quantile
01,1,0.01,77.1,2023-12-02,wk inc flu hosp,2023-12-09,quantile
01,1,0.025,78.725,2023-12-02,wk inc flu hosp,2023-12-09,quantile
01,1,0.05,80.735,2023-12-02,wk inc flu hosp,2023-12-09,quantile
