location,horizon,output_type_id,value,reference_date,target,target_end_date,output_type
01,0,0.01,123.24,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.025,125.92,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.05,129.82,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.1,137.47,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.15,140.18,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.2,145.425,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.25,148.42000000000002,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.3,149.91,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.35,152.65,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.4,155.21,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.45,156.63,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.5,160.415,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.55,163.75,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.6,166.18,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.65,168.28,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.7,170.94,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.75,176.18,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.8,178.45,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.85,184.02,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.9,190.47,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.95,201.375,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.975,210.21,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,0,0.99,218.44,2023-12-23,wk inc flu hosp,2023-12-23,quantile
01,1,0.01,112.385,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.025,127.66,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.05,132.38,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.1,138.59,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.15,140.985,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.2,147.43,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.25,152.435,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.3,155.975,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.35,159.07999999999998,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.4,162.18,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.45,164.225,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.5,168.785,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.55,173.64,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.6,177.675,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.65,181.48,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.7,185.235,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.75,187.345,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.8,192.03,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.85,197.825,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.9,205.485,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.95,212.9,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.975,216.59,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,1,0.99,219.295,2023-12-23,wk inc flu hosp,2023-12-30,quantile
01,2,0.01,110.08,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.025,113.36,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.05,117.355,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.1,128.385,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.15,135.475,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.2,143.415,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.25,146.93,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.3,150.315,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.35,154.985,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.4,158.885,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.45,162.82,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.5,166.405,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.55,168.21,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.6,172.25,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.65,174.21,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.7,178.78,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.75,183.28,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.8,189.5,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.85,195.09499999999997,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.9,198.8,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.95,208.705,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.975,218.24,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,2,0.99,227.005,2023-12-23,wk inc flu hosp,2024-01-06,quantile
01,3,0.01,131.385,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.025,132.95499999999998,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.05,136.175,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.1,148.2,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.15,152.17000000000002,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.2,155.63,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.25,168.035,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.3,175.06,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.35,179.45499999999998,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.4,182.08,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.45,187.07,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.5,191,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.55,196.375,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.6,202.44,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.65,207.235,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.7,214.11,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.75,220.565,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.8,227.485,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.85,234.52,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.9,240.095,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.95,253.125,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.975,262.45500000000004,2023-12-23,wk inc flu hosp,2024-01-13,quantile
01,3,0.99,264.58500000000004,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,0,0.01,13.485,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.025,14.315,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.05,14.575,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.1,15.23,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.15,15.52,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.2,15.73,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.25,15.98,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.3,16.134999999999998,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.35,16.314999999999998,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.4,16.9,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.45,17.235,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.5,17.445,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.55,17.65,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.6,17.97,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.65,18.365,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.7,18.66,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.75,19.18,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.8,19.525,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.85,19.96,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.9,20.44,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.95,21.15,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.975,22.19,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,0,0.99,22.58,2023-12-23,wk inc flu hosp,2023-12-23,quantile
02,1,0.01,15.345,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.025,15.645,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.05,16.41,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.1,17.78,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.15,18.635,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.2,19.405,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.25,20.28,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.3,20.695,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.35,21.71,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.4,22.1,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.45,22.855,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.5,23.405,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.55,23.69,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.6,24.22,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.65,24.805,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.7,25.425,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.75,26.405,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.8,27.21,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.85,27.87,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.9,28.565,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.95,30.185,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.975,31.315,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,1,0.99,31.56,2023-12-23,wk inc flu hosp,2023-12-30,quantile
02,2,0.01,14.57,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.025,15.865,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.05,17.915,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.1,19.26,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.15,20.784999999999997,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.2,22,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.25,23.29,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.3,24.835,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.35,26.565,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.4,27.865,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.45,28.67,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.5,30.035,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.55,30.71,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.6,31.549999999999997,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.65,32.96,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.7,33.905,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.75,35.045,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.8,36.75,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.85,39.035,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.9,40,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.95,42.68,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.975,45.895,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,2,0.99,46.735,2023-12-23,wk inc flu hosp,2024-01-06,quantile
02,3,0.01,17.384999999999998,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.025,18.79,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.05,20.45,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.1,22.61,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.15,24.555,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.2,25.675,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.25,26.315,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.3,27.635,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.35,28.6,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.4,29.17,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.45,29.9,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.5,30.975,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.55,32.205,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.6,33.305,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.65,34.370000000000005,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.7,35.355000000000004,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.75,36.705,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.8,37.935,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.85,39.46,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.9,41.205,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.95,43.775,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.975,45.05,2023-12-23,wk inc flu hosp,2024-01-13,quantile
02,3,0.99,46.67,2023-12-23,wk inc flu hosp,2024-01-13,quantile
04,0,0.01,356.04499999999996,2023-12-23,wk inc flu hosp,2023-12-23,quantile
04,0,0.025,359.735,2023-12-23,wk inc flu hosp,2023-12-23,quantile
04,0,0.05,368.75,2023-12-23,wk inc flu hosp,2023-12-23,quantile
