location,horizon,output_type_id,value,reference_date,target,target_end_date,output_type
01,0,0.01,84.845,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.025,89.37,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.05,94.315,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.1,97.315,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.15,100.2,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.2,103.265,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.25,107.98,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.3,111.295,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.35,114.365,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.4,117.84,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.45,121.8,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.5,124.95,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.55,127.86,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.6,131.45,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.65,133.345,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.7,135.695,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.75,139.445,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.8,144.43,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.85,147.63,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.9,150.87,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.95,154.77,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.975,160.755,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.99,163.965,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,1,0.01,38.955,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.025,40.965,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.05,43.315,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.1,49.105,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.15,53.645,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.2,62.47,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.25,70.515,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.3,76.385,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.35,80.83,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.4,91.215,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.45,97.135,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.5,99.295,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.55,102.01,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.6,106.235,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.65,114.985,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.7,121.38,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.75,125.55,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.8,133.58499999999998,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.85,139.62,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.9,151.54,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.95,158.19,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.975,164.585,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.99,168.52499999999998,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,2,0.01,68.08,2024-02-10,wk inc flu hosp,2024-02-24,quantile
01,2,0.025,70.22,2024-02-10,wk inc flu hosp,2024-02-24,quantile
01,2,0.05,74.805,2024-02-10,wk inc flu hosp,2024-02-24,quantile
01,2,0.1,85.49000000000001,2024-02-10,wk inc flu hosp,2024-02-24,quantile
01,2,0.15,93.005,2024-02-10,wk inc flu hosp,2024-02-24,quantile
01,2,0.2,102.745,2024-02-10,wk inc flu hosp,2024-02-24,quantile
01,2,0.25,107.79,2024-02-10,wk inc flu hosp,2024-02-24,quantile
01,2,0.3,110.03,2024-02-10,wk inc flu hosp,2024-02-24,quantile
01,2,0.35,117.7,2024-02-10,wk inc flu hosp,2024-02-24,quantile
