location,horizon,output_type_id,value,reference_date,target,target_end_date,output_type
01,0,0.01,47.045,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.025,47.205,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.05,48.9,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.1,50.99,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.15,52.41,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.2,53.254999999999995,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.25,53.64,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.3,54.43,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.35,55.26,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.4,55.995000000000005,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.45,56.379999999999995,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.5,56.79,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.55,57.375,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.6,58.41,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.65,59.129999999999995,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.7,59.945,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.75,60.545,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.8,62.185,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.85,63.36,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.9,64.38499999999999,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.95,67.255,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.975,70.07,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,0,0.99,72.155,2024-04-06,wk inc flu hosp,2024-04-06,quantile
01,1,0.01,26.555,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.025,26.655,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.05,27.3,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.1,34.935,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.15,36.805,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.2,39.2,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.25,40.629999999999995,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.3,44.605,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.35,46.885000000000005,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.4,48.695,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.45,50.010000000000005,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.5,52.125,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.55,54.22,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.6,56.235,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.65,58.81999999999999,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.7,61.35,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.75,63.08,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.8,64.09,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.85,67.08500000000001,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.9,68.845,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.95,73.025,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.975,76.08500000000001,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,1,0.99,77.655,2024-04-06,wk inc flu hosp,2024-04-13,quantile
01,2,0.01,44.655,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.025,45.41,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.05,48.845,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.1,50.645,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.15,54.77,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.2,57.15,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.25,59.635000000000005,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.3,62.325,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.35,64.53999999999999,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.4,66.185,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.45,68.56,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.5,69.67,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.55,71.245,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.6,74.2,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.65,75.53999999999999,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.7,78.1,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.75,80.07,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.8,84.405,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.85,89.885,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.9,93,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.95,102.085,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.975,107.905,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,2,0.99,112.43,2024-04-06,wk inc flu hosp,2024-04-20,quantile
01,3,0.01,25.39,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.025,25.43,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.05,25.525,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.1,29.095,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.15,33.015,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.2,43.790000000000006,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.25,54.095,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.3,58.5,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.35,62.805,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.4,67.855,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.45,70.565,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.5,73.41,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.55,77.83500000000001,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.6,79.675,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.65,86.3,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.7,91.98,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.75,99.245,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.8,104.855,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.85,115.79,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.9,120.6,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.95,136.57,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.975,149.94,2024-04-06,wk inc flu hosp,2024-04-27,quantile
01,3,0.99,163.915,2024-04-06,wk inc flu hosp,2024-04-27,quantile
02,0,0.01,10.285,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.025,10.655,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.05,10.915,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.1,11.435,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.15,11.825,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.2,12.095,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.25,12.49,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.3,12.65,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.35,12.895,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.4,13.15,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.45,13.36,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.5,13.435,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.55,13.925,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.6,14.36,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.65,14.475,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.7,14.695,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.75,14.845,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.8,15.185,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.85,15.67,2024-04-06,wk inc flu hosp,2024-04-06,quantile
02,0,0.9,16.25,2024-04-06,wk inc flu hosp,2024-04-06,quantile
