location,horizon,output_type_id,value,reference_date,target,target_end_date,output_type
01,0,0.01,147.52,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.025,151.3,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.05,154.675,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.1,161.925,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.15,164.915,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.2,169.265,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.25,176.265,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.3,180.635,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.35,184.9,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.4,187.71499999999995,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.45,193.115,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.5,196.575,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.55,202.235,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.6,204.64,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.65,208.05,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.7,211.345,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.75,220.51,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.8,225.08999999999995,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.85,230.21,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.9,238.91,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.95,244.63,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.975,255.27,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,0,0.99,262.78999999999996,2023-12-30,wk inc flu hosp,2023-12-30,quantile
01,1,0.01,163.175,2023-12-30,wk inc flu hosp,2024-01-06,quantile
01,1,0.025,164.215,2023-12-30,wk inc flu hosp,2024-01-06,quantile
01,1,0.05,167.17000000000002,2023-12-30,wk inc flu hosp,2024-01-06,quantile
01,1,0.1,175.14,2023-12-30,wk inc flu hosp,2024-01-06,quantile
01,1,0.15,181.675,2023-12-30,wk inc flu hosp,2024-01-06,quantile
01,1,0.2,184.125,2023-12-30,wk inc flu hosp,2024-01-06,quantile
01,1,0.25,187.525,2023-12-30,wk inc flu hosp,2024-01-06,quantile
01,1,0.3,193.195,2023-12-30,wk inc flu hosp,2024-01-06,quantile
01,1,0.35,196.885,2023-12-30,wk inc flu hosp,2024-01-06,quantile
01,1,0.4,201.01,2023-12-30,wk inc flu hosp,2024-01-06,quantile
01,1,0.45,203.99,2023-12-30,wk inc flu hosp,2024-01-06,quantile
01,1,0.5,210.395,2023-12-30,wk inc flu hosp,2024-01-06,quantile
01,1,0.55,215.735,2023-12-30,wk inc flu hosp,2024-01-06,quantile
01,1,0.6,220.105,2023-12-30,wk inc flu hosp,2024-01-06,quantile
01,1,0.65,224.75,2023-12-30,wk inc flu hosp,2024-01-06,quantile
