horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2024-03-02,wk inc flu hosp,2024-03-02,32
0,01,quantile,0.025,2024-03-02,wk inc flu hosp,2024-03-02,39
0,01,quantile,0.05,2024-03-02,wk inc flu hosp,2024-03-02,48
0,01,quantile,0.1,2024-03-02,wk inc flu hosp,2024-03-02,53
0,01,quantile,0.15,2024-03-02,wk inc flu hosp,2024-03-02,57
0,01,quantile,0.2,2024-03-02,wk inc flu hosp,2024-03-02,60
0,01,quantile,0.25,2024-03-02,wk inc flu hosp,2024-03-02,64
0,01,quantile,0.3,2024-03-02,wk inc flu hosp,2024-03-02,68
0,01,quantile,0.35,2024-03-02,wk inc flu hosp,2024-03-02,71
0,01,quantile,0.4,2024-03-02,wk inc flu hosp,2024-03-02,73
0,01,quantile,0.45,2024-03-02,wk inc flu hosp,2024-03-02,76
0,01,quantile,0.5,2024-03-02,wk inc flu hosp,2024-03-02,80
0,01,quantile,0.55,2024-03-02,wk inc flu hosp,2024-03-02,83
0,01,quantile,0.6,2024-03-02,wk inc flu hosp,2024-03-02,87
0,01,quantile,0.65,2024-03-02,wk inc flu hosp,2024-03-02,91
0,01,quantile,0.7,2024-03-02,wk inc flu hosp,2024-03-02,96
0,01,quantile,0.75,2024-03-02,wk inc flu hosp,2024-03-02,101
0,01,quantile,0.8,2024-03-02,wk inc flu hosp,2024-03-02,107
0,01,quantile,0.85,2024-03-02,wk inc flu hosp,2024-03-02,115
0,01,quantile,0.9,2024-03-02,wk inc flu hosp,2024-03-02,126
0,01,quantile,0.95,2024-03-02,wk inc flu hosp,2024-03-02,144
0,01,quantile,0.975,2024-03-02,wk inc flu hosp,2024-03-02,156
0,01,quantile,0.99,2024-03-02,wk inc flu hosp,2024-03-02,168
1,01,quantile,0.01,2024-03-02,wk inc flu hosp,2024-03-09,9
1,01,quantile,0.025,2024-03-02,wk inc flu hosp,2024-03-09,12
1,01,quantile,0.05,2024-03-02,wk inc flu hosp,2024-03-09,19
1,01,quantile,0.1,2024-03-02,wk inc flu hosp,2024-03-09,32
1,01,quantile,0.15,2024-03-02,wk inc flu hosp,2024-03-09,40
1,01,quantile,0.2,2024-03-02,wk inc flu hosp,2024-03-09,47
1,01,quantile,0.25,2024-03-02,wk inc flu hosp,2024-03-09,56
1,01,quantile,0.3,2024-03-02,wk inc flu hosp,2024-03-09,61
1,01,quantile,0.35,2024-03-02,wk inc flu hosp,2024-03-09,63
1,01,quantile,0.4,2024-03-02,wk inc flu hosp,2024-03-09,64
1,01,quantile,0.45,2024-03-02,wk inc flu hosp,2024-03-09,67
