horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2024-04-06,wk inc flu hosp,2024-04-06,26
0,01,quantile,0.025,2024-04-06,wk inc flu hosp,2024-04-06,30
0,01,quantile,0.05,2024-04-06,wk inc flu hosp,2024-04-06,33
0,01,quantile,0.1,2024-04-06,wk inc flu hosp,2024-04-06,37
0,01,quantile,0.15,2024-04-06,wk inc flu hosp,2024-04-06,39
0,01,quantile,0.2,2024-04-06,wk inc flu hosp,2024-04-06,42
0,01,quantile,0.25,2024-04-06,wk inc flu hosp,2024-04-06,44
0,01,quantile,0.3,2024-04-06,wk inc flu hosp,2024-04-06,48
0,01,quantile,0.35,2024-04-06,wk inc flu hosp,2024-04-06,51
0,01,quantile,0.4,2024-04-06,wk inc flu hosp,2024-04-06,52
0,01,quantile,0.45,2024-04-06,wk inc flu hosp,2024-04-06,54
0,01,quantile,0.5,2024-04-06,wk inc flu hosp,2024-04-06,56
0,01,quantile,0.55,2024-04-06,wk inc flu hosp,2024-04-06,58
0,01,quantile,0.6,2024-04-06,wk inc flu hosp,2024-04-06,59
0,01,quantile,0.65,2024-04-06,wk inc flu hosp,2024-04-06,62
0,01,quantile,0.7,2024-04-06,wk inc flu hosp,2024-04-06,64
0,01,quantile,0.75,2024-04-06,wk inc flu hosp,2024-04-06,66
0,01,quantile,0.8,2024-04-06,wk inc flu hosp,2024-04-06,69
0,01,quantile,0.85,2024-04-06,wk inc flu hosp,2024-04-06,73
0,01,quantile,0.9,2024-04-06,wk inc flu hosp,2024-04-06,79
0,01,quantile,0.95,2024-04-06,wk inc flu hosp,2024-04-06,84
0,01,quantile,0.975,2024-04-06,wk inc flu hosp,2024-04-06,90
0,01,quantile,0.99,2024-04-06,wk inc flu hosp,2024-04-06,96
1,01,quantile,0.01,2024-04-06,wk inc flu hosp,2024-04-13,14
1,01,quantile,0.025,2024-04-06,wk inc flu hosp,2024-04-13,18
1,01,quantile,0.05,2024-04-06,wk inc flu hosp,2024-04-13,22
1,01,quantile,0.1,2024-04-06,wk inc flu hosp,2024-04-13,30
1,01,quantile,0.15,2024-04-06,wk inc flu hosp,2024-04-13,35
1,01,quantile,0.2,2024-04-06,wk inc flu hosp,2024-04-13,39
1,01,quantile,0.25,2024-04-06,wk inc flu hosp,2024-04-13,42
1,01,quantile,0.3,2024-04-06,wk inc flu hosp,2024-04-13,44
1,01,quantile,0.35,2024-04-06,wk inc flu hosp,2024-04-13,45
1,01,quantile,0.4,2024-04-06,wk inc flu hosp,2024-04-13,47
1,01,quantile,0.45,2024-04-06,wk inc flu hosp,2024-04-13,48
1,01,quantile,0.5,2024-04-06,wk inc flu hosp,2024-04-13,51
1,01,quantile,0.55,2024-04-06,wk inc flu hosp,2024-04-13,54
1,01,quantile,0.6,2024-04-06,wk inc flu hosp,2024-04-13,56
1,01,quantile,0.65,2024-04-06,wk inc flu hosp,2024-04-13,58
1,01,quantile,0.7,2024-04-06,wk inc flu hosp,2024-04-13,60
1,01,quantile,0.75,2024-04-06,wk inc flu hosp,2024-04-13,62
1,01,quantile,0.8,2024-04-06,wk inc flu hosp,2024-04-13,64
1,01,quantile,0.85,2024-04-06,wk inc flu hosp,2024-04-13,66
1,01,quantile,0.9,2024-04-06,wk inc flu hosp,2024-04-13,69
1,01,quantile,0.95,2024-04-06,wk inc flu hosp,2024-04-13,74
1,01,quantile,0.975,2024-04-06,wk inc flu hosp,2024-04-13,78
1,01,quantile,0.99,2024-04-06,wk inc flu hosp,2024-04-13,84
2,01,quantile,0.01,2024-04-06,wk inc flu hosp,2024-04-20,4
2,01,quantile,0.025,2024-04-06,wk inc flu hosp,2024-04-20,9
2,01,quantile,0.05,2024-04-06,wk inc flu hosp,2024-04-20,13
2,01,quantile,0.1,2024-04-06,wk inc flu hosp,2024-04-20,22
2,01,quantile,0.15,2024-04-06,wk inc flu hosp,2024-04-20,29
2,01,quantile,0.2,2024-04-06,wk inc flu hosp,2024-04-20,33
2,01,quantile,0.25,2024-04-06,wk inc flu hosp,2024-04-20,37
2,01,quantile,0.3,2024-04-06,wk inc flu hosp,2024-04-20,38
2,01,quantile,0.35,2024-04-06,wk inc flu hosp,2024-04-20,40
2,01,quantile,0.4,2024-04-06,wk inc flu hosp,2024-04-20,42
2,01,quantile,0.45,2024-04-06,wk inc flu hosp,2024-04-20,44
2,01,quantile,0.5,2024-04-06,wk inc flu hosp,2024-04-20,48
2,01,quantile,0.55,2024-04-06,wk inc flu hosp,2024-04-20,50
2,01,quantile,0.6,2024-04-06,wk inc flu hosp,2024-04-20,53
