horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2024-03-09,wk inc flu hosp,2024-03-09,21
0,01,quantile,0.025,2024-03-09,wk inc flu hosp,2024-03-09,28
0,01,quantile,0.05,2024-03-09,wk inc flu hosp,2024-03-09,35
0,01,quantile,0.1,2024-03-09,wk inc flu hosp,2024-03-09,43
0,01,quantile,0.15,2024-03-09,wk inc flu hosp,2024-03-09,49
0,01,quantile,0.2,2024-03-09,wk inc flu hosp,2024-03-09,54
0,01,quantile,0.25,2024-03-09,wk inc flu hosp,2024-03-09,59
0,01,quantile,0.3,2024-03-09,wk inc flu hosp,2024-03-09,64
0,01,quantile,0.35,2024-03-09,wk inc flu hosp,2024-03-09,68
0,01,quantile,0.4,2024-03-09,wk inc flu hosp,2024-03-09,70
0,01,quantile,0.45,2024-03-09,wk inc flu hosp,2024-03-09,73
0,01,quantile,0.5,2024-03-09,wk inc flu hosp,2024-03-09,77
0,01,quantile,0.55,2024-03-09,wk inc flu hosp,2024-03-09,79
0,01,quantile,0.6,2024-03-09,wk inc flu hosp,2024-03-09,82
0,01,quantile,0.65,2024-03-09,wk inc flu hosp,2024-03-09,85
0,01,quantile,0.7,2024-03-09,wk inc flu hosp,2024-03-09,89
0,01,quantile,0.75,2024-03-09,wk inc flu hosp,2024-03-09,93
0,01,quantile,0.8,2024-03-09,wk inc flu hosp,2024-03-09,98
0,01,quantile,0.85,2024-03-09,wk inc flu hosp,2024-03-09,102
0,01,quantile,0.9,2024-03-09,wk inc flu hosp,2024-03-09,107
0,01,quantile,0.95,2024-03-09,wk inc flu hosp,2024-03-09,114
0,01,quantile,0.975,2024-03-09,wk inc flu hosp,2024-03-09,121
0,01,quantile,0.99,2024-03-09,wk inc flu hosp,2024-03-09,129
1,01,quantile,0.01,2024-03-09,wk inc flu hosp,2024-03-16,9
1,01,quantile,0.025,2024-03-09,wk inc flu hosp,2024-03-16,15
1,01,quantile,0.05,2024-03-09,wk inc flu hosp,2024-03-16,21
1,01,quantile,0.1,2024-03-09,wk inc flu hosp,2024-03-16,34
1,01,quantile,0.15,2024-03-09,wk inc flu hosp,2024-03-16,42
1,01,quantile,0.2,2024-03-09,wk inc flu hosp,2024-03-16,48
1,01,quantile,0.25,2024-03-09,wk inc flu hosp,2024-03-16,53
1,01,quantile,0.3,2024-03-09,wk inc flu hosp,2024-03-16,57
1,01,quantile,0.35,2024-03-09,wk inc flu hosp,2024-03-16,60
1,01,quantile,0.4,2024-03-09,wk inc flu hosp,2024-03-16,63
1,01,quantile,0.45,2024-03-09,wk inc flu hosp,2024-03-16,66
1,01,quantile,0.5,2024-03-09,wk inc flu hosp,2024-03-16,70
1,01,quantile,0.55,2024-03-09,wk inc flu hosp,2024-03-16,73
1,01,quantile,0.6,2024-03-09,wk inc flu hosp,2024-03-16,76
1,01,quantile,0.65,2024-03-09,wk inc flu hosp,2024-03-16,81
1,01,quantile,0.7,2024-03-09,wk inc flu hosp,2024-03-16,85
1,01,quantile,0.75,2024-03-09,wk inc flu hosp,2024-03-16,88
1,01,quantile,0.8,2024-03-09,wk inc flu hosp,2024-03-16,92
1,01,quantile,0.85,2024-03-09,wk inc flu hosp,2024-03-16,97
1,01,quantile,0.9,2024-03-09,wk inc flu hosp,2024-03-16,104
1,01,quantile,0.95,2024-03-09,wk inc flu hosp,2024-03-16,113
1,01,quantile,0.975,2024-03-09,wk inc flu hosp,2024-03-16,122
1,01,quantile,0.99,2024-03-09,wk inc flu hosp,2024-03-16,132
2,01,quantile,0.01,2024-03-09,wk inc flu hosp,2024-03-23,4
2,01,quantile,0.025,2024-03-09,wk inc flu hosp,2024-03-23,7
2,01,quantile,0.05,2024-03-09,wk inc flu hosp,2024-03-23,17
2,01,quantile,0.1,2024-03-09,wk inc flu hosp,2024-03-23,28
2,01,quantile,0.15,2024-03-09,wk inc flu hosp,2024-03-23,36
2,01,quantile,0.2,2024-03-09,wk inc flu hosp,2024-03-23,42
2,01,quantile,0.25,2024-03-09,wk inc flu hosp,2024-03-23,45
2,01,quantile,0.3,2024-03-09,wk inc flu hosp,2024-03-23,48
2,01,quantile,0.35,2024-03-09,wk inc flu hosp,2024-03-23,50
2,01,quantile,0.4,2024-03-09,wk inc flu hosp,2024-03-23,53
2,01,quantile,0.45,2024-03-09,wk inc flu hosp,2024-03-23,57
2,01,quantile,0.5,2024-03-09,wk inc flu hosp,2024-03-23,61
2,01,quantile,0.55,2024-03-09,wk inc flu hosp,2024-03-23,65
2,01,quantile,0.6,2024-03-09,wk inc flu hosp,2024-03-23,69
2,01,quantile,0.65,2024-03-09,wk inc flu hosp,2024-03-23,75
2,01,quantile,0.7,2024-03-09,wk inc flu hosp,2024-03-23,83
2,01,quantile,0.75,2024-03-09,wk inc flu hosp,2024-03-23,87
2,01,quantile,0.8,2024-03-09,wk inc flu hosp,2024-03-23,93
2,01,quantile,0.85,2024-03-09,wk inc flu hosp,2024-03-23,99
2,01,quantile,0.9,2024-03-09,wk inc flu hosp,2024-03-23,107
2,01,quantile,0.95,2024-03-09,wk inc flu hosp,2024-03-23,118
2,01,quantile,0.975,2024-03-09,wk inc flu hosp,2024-03-23,128
2,01,quantile,0.99,2024-03-09,wk inc flu hosp,2024-03-23,141
3,01,quantile,0.01,2024-03-09,wk inc flu hosp,2024-03-30,2
3,01,quantile,0.025,2024-03-09,wk inc flu hosp,2024-03-30,3
3,01,quantile,0.05,2024-03-09,wk inc flu hosp,2024-03-30,13
3,01,quantile,0.1,2024-03-09,wk inc flu hosp,2024-03-30,25
3,01,quantile,0.15,2024-03-09,wk inc flu hosp,2024-03-30,34
3,01,quantile,0.2,2024-03-09,wk inc flu hosp,2024-03-30,41
3,01,quantile,0.25,2024-03-09,wk inc flu hosp,2024-03-30,44
3,01,quantile,0.3,2024-03-09,wk inc flu hosp,2024-03-30,47
3,01,quantile,0.35,2024-03-09,wk inc flu hosp,2024-03-30,51
3,01,quantile,0.4,2024-03-09,wk inc flu hosp,2024-03-30,55
3,01,quantile,0.45,2024-03-09,wk inc flu hosp,2024-03-30,59
3,01,quantile,0.5,2024-03-09,wk inc flu hosp,2024-03-30,64
3,01,quantile,0.55,2024-03-09,wk inc flu hosp,2024-03-30,68
3,01,quantile,0.6,2024-03-09,wk inc flu hosp,2024-03-30,74
3,01,quantile,0.65,2024-03-09,wk inc flu hosp,2024-03-30,79
3,01,quantile,0.7,2024-03-09,wk inc flu hosp,2024-03-30,85
3,01,quantile,0.75,2024-03-09,wk inc flu hosp,2024-03-30,93
3,01,quantile,0.8,2024-03-09,wk inc flu hosp,2024-03-30,103
3,01,quantile,0.85,2024-03-09,wk inc flu hosp,2024-03-30,116
3,01,quantile,0.9,2024-03-09,wk inc flu hosp,2024-03-30,138
3,01,quantile,0.95,2024-03-09,wk inc flu hosp,2024-03-30,155
3,01,quantile,0.975,2024-03-09,wk inc flu hosp,2024-03-30,173
3,01,quantile,0.99,2024-03-09,wk inc flu hosp,2024-03-30,189
0,02,quantile,0.01,2024-03-09,wk inc flu hosp,2024-03-09,1
0,02,quantile,0.025,2024-03-09,wk inc flu hosp,2024-03-09,3
0,02,quantile,0.05,2024-03-09,wk inc flu hosp,2024-03-09,4
0,02,quantile,0.1,2024-03-09,wk inc flu hosp,2024-03-09,5
0,02,quantile,0.15,2024-03-09,wk inc flu hosp,2024-03-09,6
0,02,quantile,0.2,2024-03-09,wk inc flu hosp,2024-03-09,7
0,02,quantile,0.25,2024-03-09,wk inc flu hosp,2024-03-09,7
0,02,quantile,0.3,2024-03-09,wk inc flu hosp,2024-03-09,8
0,02,quantile,0.35,2024-03-09,wk inc flu hosp,2024-03-09,8
0,02,quantile,0.4,2024-03-09,wk inc flu hosp,2024-03-09,9
0,02,quantile,0.45,2024-03-09,wk inc flu hosp,2024-03-09,9
0,02,quantile,0.5,2024-03-09,wk inc flu hosp,2024-03-09,10
0,02,quantile,0.55,2024-03-09,wk inc flu hosp,2024-03-09,11
0,02,quantile,0.6,2024-03-09,wk inc flu hosp,2024-03-09,12
0,02,quantile,0.65,2024-03-09,wk inc flu hosp,2024-03-09,12
0,02,quantile,0.7,2024-03-09,wk inc flu hosp,2024-03-09,13
0,02,quantile,0.75,2024-03-09,wk inc flu hosp,2024-03-09,14
0,02,quantile,0.8,2024-03-09,wk inc flu hosp,2024-03-09,15
0,02,quantile,0.85,2024-03-09,wk inc flu hosp,2024-03-09,16
0,02,quantile,0.9,2024-03-09,wk inc flu hosp,2024-03-09,18
0,02,quantile,0.95,2024-03-09,wk inc flu hosp,2024-03-09,21
0,02,quantile,0.975,2024-03-09,wk inc flu hosp,2024-03-09,25
0,02,quantile,0.99,2024-03-09,wk inc flu hosp,2024-03-09,28
1,02,quantile,0.01,2024-03-09,wk inc flu hosp,2024-03-16,0
1,02,quantile,0.025,2024-03-09,wk inc flu hosp,2024-03-16,1
1,02,quantile,0.05,2024-03-09,wk inc flu hosp,2024-03-16,3
1,02,quantile,0.1,2024-03-09,wk inc flu hosp,2024-03-16,5
1,02,quantile,0.15,2024-03-09,wk inc flu hosp,2024-03-16,6
1,02,quantile,0.2,2024-03-09,wk inc flu hosp,2024-03-16,6
1,02,quantile,0.25,2024-03-09,wk inc flu hosp,2024-03-16,7
1,02,quantile,0.3,2024-03-09,wk inc flu hosp,2024-03-16,7
1,02,quantile,0.35,2024-03-09,wk inc flu hosp,2024-03-16,8
1,02,quantile,0.4,2024-03-09,wk inc flu hosp,2024-03-16,8
1,02,quantile,0.45,2024-03-09,wk inc flu hosp,2024-03-16,9
1,02,quantile,0.5,2024-03-09,wk inc flu hosp,2024-03-16,10
1,02,quantile,0.55,2024-03-09,wk inc flu hosp,2024-03-16,10
1,02,quantile,0.6,2024-03-09,wk inc flu hosp,2024-03-16,12
1,02,quantile,0.65,2024-03-09,wk inc flu hosp,2024-03-16,12
1,02,quantile,0.7,2024-03-09,wk inc flu hosp,2024-03-16,14
1,02,quantile,0.75,2024-03-09,wk inc flu hosp,2024-03-16,15
1,02,quantile,0.8,2024-03-09,wk inc flu hosp,2024-03-16,17
1,02,quantile,0.85,2024-03-09,wk inc flu hosp,2024-03-16,20
1,02,quantile,0.9,2024-03-09,wk inc flu hosp,2024-03-16,23
1,02,quantile,0.95,2024-03-09,wk inc flu hosp,2024-03-16,27
1,02,quantile,0.975,2024-03-09,wk inc flu hosp,2024-03-16,29
1,02,quantile,0.99,2024-03-09,wk inc flu hosp,2024-03-16,33
2,02,quantile,0.01,2024-03-09,wk inc flu hosp,2024-03-23,0
2,02,quantile,0.025,2024-03-09,wk inc flu hosp,2024-03-23,0
2,02,quantile,0.05,2024-03-09,wk inc flu hosp,2024-03-23,2
2,02,quantile,0.1,2024-03-09,wk inc flu hosp,2024-03-23,5
2,02,quantile,0.15,2024-03-09,wk inc flu hosp,2024-03-23,6
2,02,quantile,0.2,2024-03-09,wk inc flu hosp,2024-03-23,7
2,02,quantile,0.25,2024-03-09,wk inc flu hosp,2024-03-23,8
2,02,quantile,0.3,2024-03-09,wk inc flu hosp,2024-03-23,8
2,02,quantile,0.35,2024-03-09,wk inc flu hosp,2024-03-23,9
2,02,quantile,0.4,2024-03-09,wk inc flu hosp,2024-03-23,9
2,02,quantile,0.45,2024-03-09,wk inc flu hosp,2024-03-23,10
2,02,quantile,0.5,2024-03-09,wk inc flu hosp,2024-03-23,11
2,02,quantile,0.55,2024-03-09,wk inc flu hosp,2024-03-23,11
2,02,quantile,0.6,2024-03-09,wk inc flu hosp,2024-03-23,12
2,02,quantile,0.65,2024-03-09,wk inc flu hosp,2024-03-23,13
2,02,quantile,0.7,2024-03-09,wk inc flu hosp,2024-03-23,15
2,02,quantile,0.75,2024-03-09,wk inc flu hosp,2024-03-23,17
