horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2024-01-06,wk inc flu hosp,2024-01-06,202
0,01,quantile,0.025,2024-01-06,wk inc flu hosp,2024-01-06,223
0,01,quantile,0.05,2024-01-06,wk inc flu hosp,2024-01-06,240
0,01,quantile,0.1,2024-01-06,wk inc flu hosp,2024-01-06,263
0,01,quantile,0.15,2024-01-06,wk inc flu hosp,2024-01-06,279
0,01,quantile,0.2,2024-01-06,wk inc flu hosp,2024-01-06,293
0,01,quantile,0.25,2024-01-06,wk inc flu hosp,2024-01-06,305
0,01,quantile,0.3,2024-01-06,wk inc flu hosp,2024-01-06,317
0,01,quantile,0.35,2024-01-06,wk inc flu hosp,2024-01-06,329
0,01,quantile,0.4,2024-01-06,wk inc flu hosp,2024-01-06,339
0,01,quantile,0.45,2024-01-06,wk inc flu hosp,2024-01-06,348
0,01,quantile,0.5,2024-01-06,wk inc flu hosp,2024-01-06,360
0,01,quantile,0.55,2024-01-06,wk inc flu hosp,2024-01-06,370
0,01,quantile,0.6,2024-01-06,wk inc flu hosp,2024-01-06,380
0,01,quantile,0.65,2024-01-06,wk inc flu hosp,2024-01-06,392
0,01,quantile,0.7,2024-01-06,wk inc flu hosp,2024-01-06,405
0,01,quantile,0.75,2024-01-06,wk inc flu hosp,2024-01-06,419
0,01,quantile,0.8,2024-01-06,wk inc flu hosp,2024-01-06,437
0,01,quantile,0.85,2024-01-06,wk inc flu hosp,2024-01-06,459
0,01,quantile,0.9,2024-01-06,wk inc flu hosp,2024-01-06,492
0,01,quantile,0.95,2024-01-06,wk inc flu hosp,2024-01-06,541
0,01,quantile,0.975,2024-01-06,wk inc flu hosp,2024-01-06,590
0,01,quantile,0.99,2024-01-06,wk inc flu hosp,2024-01-06,660
1,01,quantile,0.01,2024-01-06,wk inc flu hosp,2024-01-13,201
1,01,quantile,0.025,2024-01-06,wk inc flu hosp,2024-01-13,226
1,01,quantile,0.05,2024-01-06,wk inc flu hosp,2024-01-13,247
1,01,quantile,0.1,2024-01-06,wk inc flu hosp,2024-01-13,277
1,01,quantile,0.15,2024-01-06,wk inc flu hosp,2024-01-13,297
1,01,quantile,0.2,2024-01-06,wk inc flu hosp,2024-01-13,317
1,01,quantile,0.25,2024-01-06,wk inc flu hosp,2024-01-13,333
1,01,quantile,0.3,2024-01-06,wk inc flu hosp,2024-01-13,347
1,01,quantile,0.35,2024-01-06,wk inc flu hosp,2024-01-13,360
1,01,quantile,0.4,2024-01-06,wk inc flu hosp,2024-01-13,375
1,01,quantile,0.45,2024-01-06,wk inc flu hosp,2024-01-13,389
1,01,quantile,0.5,2024-01-06,wk inc flu hosp,2024-01-13,405
1,01,quantile,0.55,2024-01-06,wk inc flu hosp,2024-01-13,419
1,01,quantile,0.6,2024-01-06,wk inc flu hosp,2024-01-13,435
