horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2024-03-23,wk inc flu hosp,2024-03-23,29
0,01,quantile,0.025,2024-03-23,wk inc flu hosp,2024-03-23,35
0,01,quantile,0.05,2024-03-23,wk inc flu hosp,2024-03-23,40
0,01,quantile,0.1,2024-03-23,wk inc flu hosp,2024-03-23,47
0,01,quantile,0.15,2024-03-23,wk inc flu hosp,2024-03-23,52
0,01,quantile,0.2,2024-03-23,wk inc flu hosp,2024-03-23,57
0,01,quantile,0.25,2024-03-23,wk inc flu hosp,2024-03-23,60
0,01,quantile,0.3,2024-03-23,wk inc flu hosp,2024-03-23,64
0,01,quantile,0.35,2024-03-23,wk inc flu hosp,2024-03-23,68
0,01,quantile,0.4,2024-03-23,wk inc flu hosp,2024-03-23,72
0,01,quantile,0.45,2024-03-23,wk inc flu hosp,2024-03-23,73
0,01,quantile,0.5,2024-03-23,wk inc flu hosp,2024-03-23,76
0,01,quantile,0.55,2024-03-23,wk inc flu hosp,2024-03-23,78
0,01,quantile,0.6,2024-03-23,wk inc flu hosp,2024-03-23,80
0,01,quantile,0.65,2024-03-23,wk inc flu hosp,2024-03-23,83
0,01,quantile,0.7,2024-03-23,wk inc flu hosp,2024-03-23,86
0,01,quantile,0.75,2024-03-23,wk inc flu hosp,2024-03-23,90
0,01,quantile,0.8,2024-03-23,wk inc flu hosp,2024-03-23,95
0,01,quantile,0.85,2024-03-23,wk inc flu hosp,2024-03-23,101
0,01,quantile,0.9,2024-03-23,wk inc flu hosp,2024-03-23,107
0,01,quantile,0.95,2024-03-23,wk inc flu hosp,2024-03-23,115
0,01,quantile,0.975,2024-03-23,wk inc flu hosp,2024-03-23,122
0,01,quantile,0.99,2024-03-23,wk inc flu hosp,2024-03-23,131
1,01,quantile,0.01,2024-03-23,wk inc flu hosp,2024-03-30,13
1,01,quantile,0.025,2024-03-23,wk inc flu hosp,2024-03-30,19
1,01,quantile,0.05,2024-03-23,wk inc flu hosp,2024-03-30,25
1,01,quantile,0.1,2024-03-23,wk inc flu hosp,2024-03-30,34
1,01,quantile,0.15,2024-03-23,wk inc flu hosp,2024-03-30,42
1,01,quantile,0.2,2024-03-23,wk inc flu hosp,2024-03-30,50
1,01,quantile,0.25,2024-03-23,wk inc flu hosp,2024-03-30,55
1,01,quantile,0.3,2024-03-23,wk inc flu hosp,2024-03-30,59
1,01,quantile,0.35,2024-03-23,wk inc flu hosp,2024-03-30,64
1,01,quantile,0.4,2024-03-23,wk inc flu hosp,2024-03-30,68
1,01,quantile,0.45,2024-03-23,wk inc flu hosp,2024-03-30,71
1,01,quantile,0.5,2024-03-23,wk inc flu hosp,2024-03-30,74
1,01,quantile,0.55,2024-03-23,wk inc flu hosp,2024-03-30,76
1,01,quantile,0.6,2024-03-23,wk inc flu hosp,2024-03-30,79
1,01,quantile,0.65,2024-03-23,wk inc flu hosp,2024-03-30,83
1,01,quantile,0.7,2024-03-23,wk inc flu hosp,2024-03-30,87
1,01,quantile,0.75,2024-03-23,wk inc flu hosp,2024-03-30,93
1,01,quantile,0.8,2024-03-23,wk inc flu hosp,2024-03-30,99
