horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2023-10-28,wk inc flu hosp,2023-10-28,18
0,01,quantile,0.025,2023-10-28,wk inc flu hosp,2023-10-28,20
0,01,quantile,0.05,2023-10-28,wk inc flu hosp,2023-10-28,22
0,01,quantile,0.1,2023-10-28,wk inc flu hosp,2023-10-28,24
0,01,quantile,0.15,2023-10-28,wk inc flu hosp,2023-10-28,26
0,01,quantile,0.2,2023-10-28,wk inc flu hosp,2023-10-28,27
0,01,quantile,0.25,2023-10-28,wk inc flu hosp,2023-10-28,28
0,01,quantile,0.3,2023-10-28,wk inc flu hosp,2023-10-28,29
0,01,quantile,0.35,2023-10-28,wk inc flu hosp,2023-10-28,30
0,01,quantile,0.4,2023-10-28,wk inc flu hosp,2023-10-28,31
0,01,quantile,0.45,2023-10-28,wk inc flu hosp,2023-10-28,32
0,01,quantile,0.5,2023-10-28,wk inc flu hosp,2023-10-28,33
0,01,quantile,0.55,2023-10-28,wk inc flu hosp,2023-10-28,34
0,01,quantile,0.6,2023-10-28,wk inc flu hosp,2023-10-28,35
0,01,quantile,0.65,2023-10-28,wk inc flu hosp,2023-10-28,36
0,01,quantile,0.7,2023-10-28,wk inc flu hosp,2023-10-28,37
0,01,quantile,0.75,2023-10-28,wk inc flu hosp,2023-10-28,37
0,01,quantile,0.8,2023-10-28,wk inc flu hosp,2023-10-28,38
0,01,quantile,0.85,2023-10-28,wk inc flu hosp,2023-10-28,39
0,01,quantile,0.9,2023-10-28,wk inc flu hosp,2023-10-28,41
0,01,quantile,0.95,2023-10-28,wk inc flu hosp,2023-10-28,43
0,01,quantile,0.975,2023-10-28,wk inc flu hosp,2023-10-28,45
0,01,quantile,0.99,2023-10-28,wk inc flu hosp,2023-10-28,48
1,01,quantile,0.01,2023-10-28,wk inc flu hosp,2023-11-04,15
1,01,quantile,0.025,2023-10-28,wk inc flu hosp,2023-11-04,17
1,01,quantile,0.05,2023-10-28,wk inc flu hosp,2023-11-04,19
1,01,quantile,0.1,2023-10-28,wk inc flu hosp,2023-11-04,22
1,01,quantile,0.15,2023-10-28,wk inc flu hosp,2023-11-04,23
1,01,quantile,0.2,2023-10-28,wk inc flu hosp,2023-11-04,24
1,01,quantile,0.25,2023-10-28,wk inc flu hosp,2023-11-04,25
1,01,quantile,0.3,2023-10-28,wk inc flu hosp,2023-11-04,26
1,01,quantile,0.35,2023-10-28,wk inc flu hosp,2023-11-04,27
1,01,quantile,0.4,2023-10-28,wk inc flu hosp,2023-11-04,28
1,01,quantile,0.45,2023-10-28,wk inc flu hosp,2023-11-04,29
1,01,quantile,0.5,2023-10-28,wk inc flu hosp,2023-11-04,30
1,01,quantile,0.55,2023-10-28,wk inc flu hosp,2023-11-04,31
1,01,quantile,0.6,2023-10-28,wk inc flu hosp,2023-11-04,32
1,01,quantile,0.65,2023-10-28,wk inc flu hosp,2023-11-04,33
1,01,quantile,0.7,2023-10-28,wk inc flu hosp,2023-11-04,33
1,01,quantile,0.75,2023-10-28,wk inc flu hosp,2023-11-04,34
1,01,quantile,0.8,2023-10-28,wk inc flu hosp,2023-11-04,35
1,01,quantile,0.85,2023-10-28,wk inc flu hosp,2023-11-04,37
1,01,quantile,0.9,2023-10-28,wk inc flu hosp,2023-11-04,38
1,01,quantile,0.95,2023-10-28,wk inc flu hosp,2023-11-04,40
1,01,quantile,0.975,2023-10-28,wk inc flu hosp,2023-11-04,42
1,01,quantile,0.99,2023-10-28,wk inc flu hosp,2023-11-04,45
2,01,quantile,0.01,2023-10-28,wk inc flu hosp,2023-11-11,14
2,01,quantile,0.025,2023-10-28,wk inc flu hosp,2023-11-11,16
2,01,quantile,0.05,2023-10-28,wk inc flu hosp,2023-11-11,18
2,01,quantile,0.1,2023-10-28,wk inc flu hosp,2023-11-11,21
2,01,quantile,0.15,2023-10-28,wk inc flu hosp,2023-11-11,22
2,01,quantile,0.2,2023-10-28,wk inc flu hosp,2023-11-11,24
2,01,quantile,0.25,2023-10-28,wk inc flu hosp,2023-11-11,25
2,01,quantile,0.3,2023-10-28,wk inc flu hosp,2023-11-11,26
2,01,quantile,0.35,2023-10-28,wk inc flu hosp,2023-11-11,27
2,01,quantile,0.4,2023-10-28,wk inc flu hosp,2023-11-11,28
2,01,quantile,0.45,2023-10-28,wk inc flu hosp,2023-11-11,29
2,01,quantile,0.5,2023-10-28,wk inc flu hosp,2023-11-11,31
2,01,quantile,0.55,2023-10-28,wk inc flu hosp,2023-11-11,32
2,01,quantile,0.6,2023-10-28,wk inc flu hosp,2023-11-11,33
2,01,quantile,0.65,2023-10-28,wk inc flu hosp,2023-11-11,34
2,01,quantile,0.7,2023-10-28,wk inc flu hosp,2023-11-11,35
2,01,quantile,0.75,2023-10-28,wk inc flu hosp,2023-11-11,36
2,01,quantile,0.8,2023-10-28,wk inc flu hosp,2023-11-11,37
2,01,quantile,0.85,2023-10-28,wk inc flu hosp,2023-11-11,39
2,01,quantile,0.9,2023-10-28,wk inc flu hosp,2023-11-11,41
2,01,quantile,0.95,2023-10-28,wk inc flu hosp,2023-11-11,43
2,01,quantile,0.975,2023-10-28,wk inc flu hosp,2023-11-11,46
2,01,quantile,0.99,2023-10-28,wk inc flu hosp,2023-11-11,49
3,01,quantile,0.01,2023-10-28,wk inc flu hosp,2023-11-18,13
3,01,quantile,0.025,2023-10-28,wk inc flu hosp,2023-11-18,15
3,01,quantile,0.05,2023-10-28,wk inc flu hosp,2023-11-18,16
3,01,quantile,0.1,2023-10-28,wk inc flu hosp,2023-11-18,19
3,01,quantile,0.15,2023-10-28,wk inc flu hosp,2023-11-18,21
3,01,quantile,0.2,2023-10-28,wk inc flu hosp,2023-11-18,22
3,01,quantile,0.25,2023-10-28,wk inc flu hosp,2023-11-18,24
3,01,quantile,0.3,2023-10-28,wk inc flu hosp,2023-11-18,25
3,01,quantile,0.35,2023-10-28,wk inc flu hosp,2023-11-18,26
3,01,quantile,0.4,2023-10-28,wk inc flu hosp,2023-11-18,27
3,01,quantile,0.45,2023-10-28,wk inc flu hosp,2023-11-18,28
3,01,quantile,0.5,2023-10-28,wk inc flu hosp,2023-11-18,31
3,01,quantile,0.55,2023-10-28,wk inc flu hosp,2023-11-18,32
3,01,quantile,0.6,2023-10-28,wk inc flu hosp,2023-11-18,33
3,01,quantile,0.65,2023-10-28,wk inc flu hosp,2023-11-18,34
3,01,quantile,0.7,2023-10-28,wk inc flu hosp,2023-11-18,35
3,01,quantile,0.75,2023-10-28,wk inc flu hosp,2023-11-18,36
3,01,quantile,0.8,2023-10-28,wk inc flu hosp,2023-11-18,37
3,01,quantile,0.85,2023-10-28,wk inc flu hosp,2023-11-18,39
3,01,quantile,0.9,2023-10-28,wk inc flu hosp,2023-11-18,41
3,01,quantile,0.95,2023-10-28,wk inc flu hosp,2023-11-18,44
3,01,quantile,0.975,2023-10-28,wk inc flu hosp,2023-11-18,47
3,01,quantile,0.99,2023-10-28,wk inc flu hosp,2023-11-18,49
0,02,quantile,0.01,2023-10-28,wk inc flu hosp,2023-10-28,15
0,02,quantile,0.025,2023-10-28,wk inc flu hosp,2023-10-28,16
0,02,quantile,0.05,2023-10-28,wk inc flu hosp,2023-10-28,17
