horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2023-11-04,wk inc flu hosp,2023-11-04,15.986071962675515
0,01,quantile,0.025,2023-11-04,wk inc flu hosp,2023-11-04,19.02536355976962
0,01,quantile,0.05,2023-11-04,wk inc flu hosp,2023-11-04,21.455092187936824
0,01,quantile,0.1,2023-11-04,wk inc flu hosp,2023-11-04,23.92986617928197
0,01,quantile,0.15,2023-11-04,wk inc flu hosp,2023-11-04,25.90067640262528
0,01,quantile,0.2,2023-11-04,wk inc flu hosp,2023-11-04,27.430215170970047
0,01,quantile,0.25,2023-11-04,wk inc flu hosp,2023-11-04,28.70183055307704
0,01,quantile,0.3,2023-11-04,wk inc flu hosp,2023-11-04,29.914680807717826
0,01,quantile,0.35,2023-11-04,wk inc flu hosp,2023-11-04,30.885392318843714
0,01,quantile,0.4,2023-11-04,wk inc flu hosp,2023-11-04,31.70354752925766
0,01,quantile,0.45,2023-11-04,wk inc flu hosp,2023-11-04,32.607039475915435
0,01,quantile,0.5,2023-11-04,wk inc flu hosp,2023-11-04,33.57977711652045
0,01,quantile,0.55,2023-11-04,wk inc flu hosp,2023-11-04,34.46663383015728
0,01,quantile,0.6,2023-11-04,wk inc flu hosp,2023-11-04,35.48092441294844
0,01,quantile,0.65,2023-11-04,wk inc flu hosp,2023-11-04,36.529443121094545
0,01,quantile,0.7,2023-11-04,wk inc flu hosp,2023-11-04,37.48052551060222
0,01,quantile,0.75,2023-11-04,wk inc flu hosp,2023-11-04,38.55494566748345
0,01,quantile,0.8,2023-11-04,wk inc flu hosp,2023-11-04,39.836056156446205
0,01,quantile,0.85,2023-11-04,wk inc flu hosp,2023-11-04,41.14390307367847
0,01,quantile,0.9,2023-11-04,wk inc flu hosp,2023-11-04,42.92218370914644
0,01,quantile,0.95,2023-11-04,wk inc flu hosp,2023-11-04,45.4959257016675
0,01,quantile,0.975,2023-11-04,wk inc flu hosp,2023-11-04,47.70077099113706
0,01,quantile,0.99,2023-11-04,wk inc flu hosp,2023-11-04,50.557629262908634
1,01,quantile,0.01,2023-11-04,wk inc flu hosp,2023-11-11,13.986116867554276
1,01,quantile,0.025,2023-11-04,wk inc flu hosp,2023-11-11,16.593787049476788
1,01,quantile,0.05,2023-11-04,wk inc flu hosp,2023-11-11,19.17522406077165
1,01,quantile,0.1,2023-11-04,wk inc flu hosp,2023-11-11,22.240881687212248
1,01,quantile,0.15,2023-11-04,wk inc flu hosp,2023-11-11,24.41624979015089
1,01,quantile,0.2,2023-11-04,wk inc flu hosp,2023-11-11,26.24996248649849
1,01,quantile,0.25,2023-11-04,wk inc flu hosp,2023-11-11,27.62908485398799
1,01,quantile,0.3,2023-11-04,wk inc flu hosp,2023-11-11,28.790868972894955
1,01,quantile,0.35,2023-11-04,wk inc flu hosp,2023-11-11,29.96930819880711
1,01,quantile,0.4,2023-11-04,wk inc flu hosp,2023-11-11,31.09122875602819
1,01,quantile,0.45,2023-11-04,wk inc flu hosp,2023-11-11,32.08184878694556
1,01,quantile,0.5,2023-11-04,wk inc flu hosp,2023-11-11,33.14702290860823
1,01,quantile,0.55,2023-11-04,wk inc flu hosp,2023-11-11,34.22865598431476
1,01,quantile,0.6,2023-11-04,wk inc flu hosp,2023-11-11,35.383555465449916
1,01,quantile,0.65,2023-11-04,wk inc flu hosp,2023-11-11,36.52825057818561
