horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2024-02-03,wk inc flu hosp,2024-02-03,40
0,01,quantile,0.025,2024-02-03,wk inc flu hosp,2024-02-03,50
0,01,quantile,0.05,2024-02-03,wk inc flu hosp,2024-02-03,59
0,01,quantile,0.1,2024-02-03,wk inc flu hosp,2024-02-03,69
0,01,quantile,0.15,2024-02-03,wk inc flu hosp,2024-02-03,76
0,01,quantile,0.2,2024-02-03,wk inc flu hosp,2024-02-03,82
0,01,quantile,0.25,2024-02-03,wk inc flu hosp,2024-02-03,87
0,01,quantile,0.3,2024-02-03,wk inc flu hosp,2024-02-03,91
0,01,quantile,0.35,2024-02-03,wk inc flu hosp,2024-02-03,95
0,01,quantile,0.4,2024-02-03,wk inc flu hosp,2024-02-03,106
0,01,quantile,0.45,2024-02-03,wk inc flu hosp,2024-02-03,113
0,01,quantile,0.5,2024-02-03,wk inc flu hosp,2024-02-03,119
0,01,quantile,0.55,2024-02-03,wk inc flu hosp,2024-02-03,123
0,01,quantile,0.6,2024-02-03,wk inc flu hosp,2024-02-03,129
0,01,quantile,0.65,2024-02-03,wk inc flu hosp,2024-02-03,134
0,01,quantile,0.7,2024-02-03,wk inc flu hosp,2024-02-03,140
0,01,quantile,0.75,2024-02-03,wk inc flu hosp,2024-02-03,146
0,01,quantile,0.8,2024-02-03,wk inc flu hosp,2024-02-03,153
0,01,quantile,0.85,2024-02-03,wk inc flu hosp,2024-02-03,168
0,01,quantile,0.9,2024-02-03,wk inc flu hosp,2024-02-03,194
0,01,quantile,0.95,2024-02-03,wk inc flu hosp,2024-02-03,233
0,01,quantile,0.975,2024-02-03,wk inc flu hosp,2024-02-03,274
0,01,quantile,0.99,2024-02-03,wk inc flu hosp,2024-02-03,309
1,01,quantile,0.01,2024-02-03,wk inc flu hosp,2024-02-10,22
1,01,quantile,0.025,2024-02-03,wk inc flu hosp,2024-02-10,30
1,01,quantile,0.05,2024-02-03,wk inc flu hosp,2024-02-10,35
1,01,quantile,0.1,2024-02-03,wk inc flu hosp,2024-02-10,43
1,01,quantile,0.15,2024-02-03,wk inc flu hosp,2024-02-10,48
1,01,quantile,0.2,2024-02-03,wk inc flu hosp,2024-02-10,54
1,01,quantile,0.25,2024-02-03,wk inc flu hosp,2024-02-10,60
1,01,quantile,0.3,2024-02-03,wk inc flu hosp,2024-02-10,66
1,01,quantile,0.35,2024-02-03,wk inc flu hosp,2024-02-10,71
1,01,quantile,0.4,2024-02-03,wk inc flu hosp,2024-02-10,77
1,01,quantile,0.45,2024-02-03,wk inc flu hosp,2024-02-10,81
1,01,quantile,0.5,2024-02-03,wk inc flu hosp,2024-02-10,86
1,01,quantile,0.55,2024-02-03,wk inc flu hosp,2024-02-10,95
1,01,quantile,0.6,2024-02-03,wk inc flu hosp,2024-02-10,103
1,01,quantile,0.65,2024-02-03,wk inc flu hosp,2024-02-10,113
