horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2024-03-16,wk inc flu hosp,2024-03-16,29
0,01,quantile,0.025,2024-03-16,wk inc flu hosp,2024-03-16,36
0,01,quantile,0.05,2024-03-16,wk inc flu hosp,2024-03-16,41
0,01,quantile,0.1,2024-03-16,wk inc flu hosp,2024-03-16,49
0,01,quantile,0.15,2024-03-16,wk inc flu hosp,2024-03-16,54
0,01,quantile,0.2,2024-03-16,wk inc flu hosp,2024-03-16,59
0,01,quantile,0.25,2024-03-16,wk inc flu hosp,2024-03-16,64
0,01,quantile,0.3,2024-03-16,wk inc flu hosp,2024-03-16,69
0,01,quantile,0.35,2024-03-16,wk inc flu hosp,2024-03-16,72
0,01,quantile,0.4,2024-03-16,wk inc flu hosp,2024-03-16,75
0,01,quantile,0.45,2024-03-16,wk inc flu hosp,2024-03-16,77
0,01,quantile,0.5,2024-03-16,wk inc flu hosp,2024-03-16,80
0,01,quantile,0.55,2024-03-16,wk inc flu hosp,2024-03-16,83
0,01,quantile,0.6,2024-03-16,wk inc flu hosp,2024-03-16,85
0,01,quantile,0.65,2024-03-16,wk inc flu hosp,2024-03-16,89
0,01,quantile,0.7,2024-03-16,wk inc flu hosp,2024-03-16,93
0,01,quantile,0.75,2024-03-16,wk inc flu hosp,2024-03-16,98
0,01,quantile,0.8,2024-03-16,wk inc flu hosp,2024-03-16,102
0,01,quantile,0.85,2024-03-16,wk inc flu hosp,2024-03-16,109
0,01,quantile,0.9,2024-03-16,wk inc flu hosp,2024-03-16,115
0,01,quantile,0.95,2024-03-16,wk inc flu hosp,2024-03-16,129
0,01,quantile,0.975,2024-03-16,wk inc flu hosp,2024-03-16,138
0,01,quantile,0.99,2024-03-16,wk inc flu hosp,2024-03-16,148
1,01,quantile,0.01,2024-03-16,wk inc flu hosp,2024-03-23,10
1,01,quantile,0.025,2024-03-16,wk inc flu hosp,2024-03-23,19
1,01,quantile,0.05,2024-03-16,wk inc flu hosp,2024-03-23,28
1,01,quantile,0.1,2024-03-16,wk inc flu hosp,2024-03-23,40
1,01,quantile,0.15,2024-03-16,wk inc flu hosp,2024-03-23,45
1,01,quantile,0.2,2024-03-16,wk inc flu hosp,2024-03-23,51
1,01,quantile,0.25,2024-03-16,wk inc flu hosp,2024-03-23,57
1,01,quantile,0.3,2024-03-16,wk inc flu hosp,2024-03-23,62
1,01,quantile,0.35,2024-03-16,wk inc flu hosp,2024-03-23,65
1,01,quantile,0.4,2024-03-16,wk inc flu hosp,2024-03-23,68
1,01,quantile,0.45,2024-03-16,wk inc flu hosp,2024-03-23,71
1,01,quantile,0.5,2024-03-16,wk inc flu hosp,2024-03-23,75
1,01,quantile,0.55,2024-03-16,wk inc flu hosp,2024-03-23,79
1,01,quantile,0.6,2024-03-16,wk inc flu hosp,2024-03-23,84
1,01,quantile,0.65,2024-03-16,wk inc flu hosp,2024-03-23,89
1,01,quantile,0.7,2024-03-16,wk inc flu hosp,2024-03-23,94
1,01,quantile,0.75,2024-03-16,wk inc flu hosp,2024-03-23,100
1,01,quantile,0.8,2024-03-16,wk inc flu hosp,2024-03-23,108
1,01,quantile,0.85,2024-03-16,wk inc flu hosp,2024-03-23,117
1,01,quantile,0.9,2024-03-16,wk inc flu hosp,2024-03-23,130
1,01,quantile,0.95,2024-03-16,wk inc flu hosp,2024-03-23,145
1,01,quantile,0.975,2024-03-16,wk inc flu hosp,2024-03-23,158
1,01,quantile,0.99,2024-03-16,wk inc flu hosp,2024-03-23,173
2,01,quantile,0.01,2024-03-16,wk inc flu hosp,2024-03-30,6
2,01,quantile,0.025,2024-03-16,wk inc flu hosp,2024-03-30,8
2,01,quantile,0.05,2024-03-16,wk inc flu hosp,2024-03-30,20
2,01,quantile,0.1,2024-03-16,wk inc flu hosp,2024-03-30,34
2,01,quantile,0.15,2024-03-16,wk inc flu hosp,2024-03-30,42
2,01,quantile,0.2,2024-03-16,wk inc flu hosp,2024-03-30,49
2,01,quantile,0.25,2024-03-16,wk inc flu hosp,2024-03-30,54
2,01,quantile,0.3,2024-03-16,wk inc flu hosp,2024-03-30,57
2,01,quantile,0.35,2024-03-16,wk inc flu hosp,2024-03-30,59
2,01,quantile,0.4,2024-03-16,wk inc flu hosp,2024-03-30,62
2,01,quantile,0.45,2024-03-16,wk inc flu hosp,2024-03-30,66
2,01,quantile,0.5,2024-03-16,wk inc flu hosp,2024-03-30,71
2,01,quantile,0.55,2024-03-16,wk inc flu hosp,2024-03-30,75
2,01,quantile,0.6,2024-03-16,wk inc flu hosp,2024-03-30,81
2,01,quantile,0.65,2024-03-16,wk inc flu hosp,2024-03-30,89
2,01,quantile,0.7,2024-03-16,wk inc flu hosp,2024-03-30,95
2,01,quantile,0.75,2024-03-16,wk inc flu hosp,2024-03-30,103
2,01,quantile,0.8,2024-03-16,wk inc flu hosp,2024-03-30,115
2,01,quantile,0.85,2024-03-16,wk inc flu hosp,2024-03-30,127
2,01,quantile,0.9,2024-03-16,wk inc flu hosp,2024-03-30,138
2,01,quantile,0.95,2024-03-16,wk inc flu hosp,2024-03-30,153
2,01,quantile,0.975,2024-03-16,wk inc flu hosp,2024-03-30,167
2,01,quantile,0.99,2024-03-16,wk inc flu hosp,2024-03-30,182
3,01,quantile,0.01,2024-03-16,wk inc flu hosp,2024-04-06,3
3,01,quantile,0.025,2024-03-16,wk inc flu hosp,2024-04-06,6
3,01,quantile,0.05,2024-03-16,wk inc flu hosp,2024-04-06,15
3,01,quantile,0.1,2024-03-16,wk inc flu hosp,2024-04-06,33
3,01,quantile,0.15,2024-03-16,wk inc flu hosp,2024-04-06,42
3,01,quantile,0.2,2024-03-16,wk inc flu hosp,2024-04-06,48
3,01,quantile,0.25,2024-03-16,wk inc flu hosp,2024-04-06,55
3,01,quantile,0.3,2024-03-16,wk inc flu hosp,2024-04-06,60
3,01,quantile,0.35,2024-03-16,wk inc flu hosp,2024-04-06,64
3,01,quantile,0.4,2024-03-16,wk inc flu hosp,2024-04-06,69
3,01,quantile,0.45,2024-03-16,wk inc flu hosp,2024-04-06,75
3,01,quantile,0.5,2024-03-16,wk inc flu hosp,2024-04-06,83
3,01,quantile,0.55,2024-03-16,wk inc flu hosp,2024-04-06,89
3,01,quantile,0.6,2024-03-16,wk inc flu hosp,2024-04-06,97
3,01,quantile,0.65,2024-03-16,wk inc flu hosp,2024-04-06,104
3,01,quantile,0.7,2024-03-16,wk inc flu hosp,2024-04-06,114
