horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2024-04-27,wk inc flu hosp,2024-04-27,0
0,01,quantile,0.025,2024-04-27,wk inc flu hosp,2024-04-27,0
0,01,quantile,0.05,2024-04-27,wk inc flu hosp,2024-04-27,3
0,01,quantile,0.1,2024-04-27,wk inc flu hosp,2024-04-27,5
0,01,quantile,0.15,2024-04-27,wk inc flu hosp,2024-04-27,8
0,01,quantile,0.2,2024-04-27,wk inc flu hosp,2024-04-27,10
0,01,quantile,0.25,2024-04-27,wk inc flu hosp,2024-04-27,13
0,01,quantile,0.3,2024-04-27,wk inc flu hosp,2024-04-27,14
0,01,quantile,0.35,2024-04-27,wk inc flu hosp,2024-04-27,16
0,01,quantile,0.4,2024-04-27,wk inc flu hosp,2024-04-27,18
0,01,quantile,0.45,2024-04-27,wk inc flu hosp,2024-04-27,19
0,01,quantile,0.5,2024-04-27,wk inc flu hosp,2024-04-27,21
0,01,quantile,0.55,2024-04-27,wk inc flu hosp,2024-04-27,21
0,01,quantile,0.6,2024-04-27,wk inc flu hosp,2024-04-27,22
0,01,quantile,0.65,2024-04-27,wk inc flu hosp,2024-04-27,23
0,01,quantile,0.7,2024-04-27,wk inc flu hosp,2024-04-27,24
0,01,quantile,0.75,2024-04-27,wk inc flu hosp,2024-04-27,25
0,01,quantile,0.8,2024-04-27,wk inc flu hosp,2024-04-27,26
0,01,quantile,0.85,2024-04-27,wk inc flu hosp,2024-04-27,28
0,01,quantile,0.9,2024-04-27,wk inc flu hosp,2024-04-27,29
0,01,quantile,0.95,2024-04-27,wk inc flu hosp,2024-04-27,32
0,01,quantile,0.975,2024-04-27,wk inc flu hosp,2024-04-27,35
0,01,quantile,0.99,2024-04-27,wk inc flu hosp,2024-04-27,36
1,01,quantile,0.01,2024-04-27,wk inc flu hosp,2024-05-04,0
1,01,quantile,0.025,2024-04-27,wk inc flu hosp,2024-05-04,1
1,01,quantile,0.05,2024-04-27,wk inc flu hosp,2024-05-04,4
1,01,quantile,0.1,2024-04-27,wk inc flu hosp,2024-05-04,8
1,01,quantile,0.15,2024-04-27,wk inc flu hosp,2024-05-04,11
1,01,quantile,0.2,2024-04-27,wk inc flu hosp,2024-05-04,13
1,01,quantile,0.25,2024-04-27,wk inc flu hosp,2024-05-04,15
1,01,quantile,0.3,2024-04-27,wk inc flu hosp,2024-05-04,16
1,01,quantile,0.35,2024-04-27,wk inc flu hosp,2024-05-04,17
1,01,quantile,0.4,2024-04-27,wk inc flu hosp,2024-05-04,18
1,01,quantile,0.45,2024-04-27,wk inc flu hosp,2024-05-04,19
1,01,quantile,0.5,2024-04-27,wk inc flu hosp,2024-05-04,21
1,01,quantile,0.55,2024-04-27,wk inc flu hosp,2024-05-04,22
1,01,quantile,0.6,2024-04-27,wk inc flu hosp,2024-05-04,23
1,01,quantile,0.65,2024-04-27,wk inc flu hosp,2024-05-04,23
1,01,quantile,0.7,2024-04-27,wk inc flu hosp,2024-05-04,25
1,01,quantile,0.75,2024-04-27,wk inc flu hosp,2024-05-04,25
1,01,quantile,0.8,2024-04-27,wk inc flu hosp,2024-05-04,27
