horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2023-12-09,wk inc flu hosp,2023-12-09,65
0,01,quantile,0.025,2023-12-09,wk inc flu hosp,2023-12-09,70
0,01,quantile,0.05,2023-12-09,wk inc flu hosp,2023-12-09,73
0,01,quantile,0.1,2023-12-09,wk inc flu hosp,2023-12-09,78
0,01,quantile,0.15,2023-12-09,wk inc flu hosp,2023-12-09,81
0,01,quantile,0.2,2023-12-09,wk inc flu hosp,2023-12-09,83
0,01,quantile,0.25,2023-12-09,wk inc flu hosp,2023-12-09,85
0,01,quantile,0.3,2023-12-09,wk inc flu hosp,2023-12-09,87
0,01,quantile,0.35,2023-12-09,wk inc flu hosp,2023-12-09,88
0,01,quantile,0.4,2023-12-09,wk inc flu hosp,2023-12-09,90
0,01,quantile,0.45,2023-12-09,wk inc flu hosp,2023-12-09,91
0,01,quantile,0.5,2023-12-09,wk inc flu hosp,2023-12-09,94
0,01,quantile,0.55,2023-12-09,wk inc flu hosp,2023-12-09,96
0,01,quantile,0.6,2023-12-09,wk inc flu hosp,2023-12-09,97
0,01,quantile,0.65,2023-12-09,wk inc flu hosp,2023-12-09,99
0,01,quantile,0.7,2023-12-09,wk inc flu hosp,2023-12-09,100
0,01,quantile,0.75,2023-12-09,wk inc flu hosp,2023-12-09,102
0,01,quantile,0.8,2023-12-09,wk inc flu hosp,2023-12-09,104
0,01,quantile,0.85,2023-12-09,wk inc flu hosp,2023-12-09,106
0,01,quantile,0.9,2023-12-09,wk inc flu hosp,2023-12-09,110
0,01,quantile,0.95,2023-12-09,wk inc flu hosp,2023-12-09,115
0,01,quantile,0.975,2023-12-09,wk inc flu hosp,2023-12-09,119
0,01,quantile,0.99,2023-12-09,wk inc flu hosp,2023-12-09,123
1,01,quantile,0.01,2023-12-09,wk inc flu hosp,2023-12-16,64
1,01,quantile,0.025,2023-12-09,wk inc flu hosp,2023-12-16,70
1,01,quantile,0.05,2023-12-09,wk inc flu hosp,2023-12-16,74
1,01,quantile,0.1,2023-12-09,wk inc flu hosp,2023-12-16,79
1,01,quantile,0.15,2023-12-09,wk inc flu hosp,2023-12-16,84
1,01,quantile,0.2,2023-12-09,wk inc flu hosp,2023-12-16,87
1,01,quantile,0.25,2023-12-09,wk inc flu hosp,2023-12-16,89
1,01,quantile,0.3,2023-12-09,wk inc flu hosp,2023-12-16,92
1,01,quantile,0.35,2023-12-09,wk inc flu hosp,2023-12-16,94
1,01,quantile,0.4,2023-12-09,wk inc flu hosp,2023-12-16,96
1,01,quantile,0.45,2023-12-09,wk inc flu hosp,2023-12-16,98
