horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2024-02-17,wk inc flu hosp,2024-02-17,45
0,01,quantile,0.025,2024-02-17,wk inc flu hosp,2024-02-17,53
0,01,quantile,0.05,2024-02-17,wk inc flu hosp,2024-02-17,60
0,01,quantile,0.1,2024-02-17,wk inc flu hosp,2024-02-17,67
0,01,quantile,0.15,2024-02-17,wk inc flu hosp,2024-02-17,73
0,01,quantile,0.2,2024-02-17,wk inc flu hosp,2024-02-17,77
0,01,quantile,0.25,2024-02-17,wk inc flu hosp,2024-02-17,81
0,01,quantile,0.3,2024-02-17,wk inc flu hosp,2024-02-17,85
0,01,quantile,0.35,2024-02-17,wk inc flu hosp,2024-02-17,88
0,01,quantile,0.4,2024-02-17,wk inc flu hosp,2024-02-17,92
0,01,quantile,0.45,2024-02-17,wk inc flu hosp,2024-02-17,96
0,01,quantile,0.5,2024-02-17,wk inc flu hosp,2024-02-17,100
0,01,quantile,0.55,2024-02-17,wk inc flu hosp,2024-02-17,105
0,01,quantile,0.6,2024-02-17,wk inc flu hosp,2024-02-17,109
0,01,quantile,0.65,2024-02-17,wk inc flu hosp,2024-02-17,113
0,01,quantile,0.7,2024-02-17,wk inc flu hosp,2024-02-17,118
0,01,quantile,0.75,2024-02-17,wk inc flu hosp,2024-02-17,123
0,01,quantile,0.8,2024-02-17,wk inc flu hosp,2024-02-17,128
0,01,quantile,0.85,2024-02-17,wk inc flu hosp,2024-02-17,134
0,01,quantile,0.9,2024-02-17,wk inc flu hosp,2024-02-17,142
0,01,quantile,0.95,2024-02-17,wk inc flu hosp,2024-02-17,154
0,01,quantile,0.975,2024-02-17,wk inc flu hosp,2024-02-17,165
0,01,quantile,0.99,2024-02-17,wk inc flu hosp,2024-02-17,180
1,01,quantile,0.01,2024-02-17,wk inc flu hosp,2024-02-24,32
1,01,quantile,0.025,2024-02-17,wk inc flu hosp,2024-02-24,36
1,01,quantile,0.05,2024-02-17,wk inc flu hosp,2024-02-24,43
1,01,quantile,0.1,2024-02-17,wk inc flu hosp,2024-02-24,53
1,01,quantile,0.15,2024-02-17,wk inc flu hosp,2024-02-24,61
1,01,quantile,0.2,2024-02-17,wk inc flu hosp,2024-02-24,66
1,01,quantile,0.25,2024-02-17,wk inc flu hosp,2024-02-24,72
1,01,quantile,0.3,2024-02-17,wk inc flu hosp,2024-02-24,77
1,01,quantile,0.35,2024-02-17,wk inc flu hosp,2024-02-24,81
1,01,quantile,0.4,2024-02-17,wk inc flu hosp,2024-02-24,85
1,01,quantile,0.45,2024-02-17,wk inc flu hosp,2024-02-24,89
1,01,quantile,0.5,2024-02-17,wk inc flu hosp,2024-02-24,93
1,01,quantile,0.55,2024-02-17,wk inc flu hosp,2024-02-24,99
1,01,quantile,0.6,2024-02-17,wk inc flu hosp,2024-02-24,104
1,01,quantile,0.65,2024-02-17,wk inc flu hosp,2024-02-24,110
1,01,quantile,0.7,2024-02-17,wk inc flu hosp,2024-02-24,115
1,01,quantile,0.75,2024-02-17,wk inc flu hosp,2024-02-24,122
1,01,quantile,0.8,2024-02-17,wk inc flu hosp,2024-02-24,129
1,01,quantile,0.85,2024-02-17,wk inc flu hosp,2024-02-24,137
1,01,quantile,0.9,2024-02-17,wk inc flu hosp,2024-02-24,147
1,01,quantile,0.95,2024-02-17,wk inc flu hosp,2024-02-24,163
1,01,quantile,0.975,2024-02-17,wk inc flu hosp,2024-02-24,178
1,01,quantile,0.99,2024-02-17,wk inc flu hosp,2024-02-24,198
2,01,quantile,0.01,2024-02-17,wk inc flu hosp,2024-03-02,28
2,01,quantile,0.025,2024-02-17,wk inc flu hosp,2024-03-02,30
2,01,quantile,0.05,2024-02-17,wk inc flu hosp,2024-03-02,36
2,01,quantile,0.1,2024-02-17,wk inc flu hosp,2024-03-02,46
2,01,quantile,0.15,2024-02-17,wk inc flu hosp,2024-03-02,54
2,01,quantile,0.2,2024-02-17,wk inc flu hosp,2024-03-02,61
2,01,quantile,0.25,2024-02-17,wk inc flu hosp,2024-03-02,67
2,01,quantile,0.3,2024-02-17,wk inc flu hosp,2024-03-02,72
2,01,quantile,0.35,2024-02-17,wk inc flu hosp,2024-03-02,77
2,01,quantile,0.4,2024-02-17,wk inc flu hosp,2024-03-02,82
2,01,quantile,0.45,2024-02-17,wk inc flu hosp,2024-03-02,87
2,01,quantile,0.5,2024-02-17,wk inc flu hosp,2024-03-02,92
2,01,quantile,0.55,2024-02-17,wk inc flu hosp,2024-03-02,98
2,01,quantile,0.6,2024-02-17,wk inc flu hosp,2024-03-02,103
2,01,quantile,0.65,2024-02-17,wk inc flu hosp,2024-03-02,110
