horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2023-12-23,wk inc flu hosp,2023-12-23,110
0,01,quantile,0.025,2023-12-23,wk inc flu hosp,2023-12-23,117
0,01,quantile,0.05,2023-12-23,wk inc flu hosp,2023-12-23,125
0,01,quantile,0.1,2023-12-23,wk inc flu hosp,2023-12-23,135
0,01,quantile,0.15,2023-12-23,wk inc flu hosp,2023-12-23,142
0,01,quantile,0.2,2023-12-23,wk inc flu hosp,2023-12-23,148
0,01,quantile,0.25,2023-12-23,wk inc flu hosp,2023-12-23,153
0,01,quantile,0.3,2023-12-23,wk inc flu hosp,2023-12-23,157
0,01,quantile,0.35,2023-12-23,wk inc flu hosp,2023-12-23,162
0,01,quantile,0.4,2023-12-23,wk inc flu hosp,2023-12-23,166
0,01,quantile,0.45,2023-12-23,wk inc flu hosp,2023-12-23,170
0,01,quantile,0.5,2023-12-23,wk inc flu hosp,2023-12-23,176
0,01,quantile,0.55,2023-12-23,wk inc flu hosp,2023-12-23,179
0,01,quantile,0.6,2023-12-23,wk inc flu hosp,2023-12-23,184
0,01,quantile,0.65,2023-12-23,wk inc flu hosp,2023-12-23,188
0,01,quantile,0.7,2023-12-23,wk inc flu hosp,2023-12-23,193
0,01,quantile,0.75,2023-12-23,wk inc flu hosp,2023-12-23,199
0,01,quantile,0.8,2023-12-23,wk inc flu hosp,2023-12-23,204
0,01,quantile,0.85,2023-12-23,wk inc flu hosp,2023-12-23,213
0,01,quantile,0.9,2023-12-23,wk inc flu hosp,2023-12-23,224
0,01,quantile,0.95,2023-12-23,wk inc flu hosp,2023-12-23,241
0,01,quantile,0.975,2023-12-23,wk inc flu hosp,2023-12-23,259
0,01,quantile,0.99,2023-12-23,wk inc flu hosp,2023-12-23,276
1,01,quantile,0.01,2023-12-23,wk inc flu hosp,2023-12-30,114
1,01,quantile,0.025,2023-12-23,wk inc flu hosp,2023-12-30,124
1,01,quantile,0.05,2023-12-23,wk inc flu hosp,2023-12-30,133
1,01,quantile,0.1,2023-12-23,wk inc flu hosp,2023-12-30,144
1,01,quantile,0.15,2023-12-23,wk inc flu hosp,2023-12-30,153
1,01,quantile,0.2,2023-12-23,wk inc flu hosp,2023-12-30,160
1,01,quantile,0.25,2023-12-23,wk inc flu hosp,2023-12-30,166
1,01,quantile,0.3,2023-12-23,wk inc flu hosp,2023-12-30,172
1,01,quantile,0.35,2023-12-23,wk inc flu hosp,2023-12-30,178
1,01,quantile,0.4,2023-12-23,wk inc flu hosp,2023-12-30,183
1,01,quantile,0.45,2023-12-23,wk inc flu hosp,2023-12-30,188
1,01,quantile,0.5,2023-12-23,wk inc flu hosp,2023-12-30,195
1,01,quantile,0.55,2023-12-23,wk inc flu hosp,2023-12-30,200
1,01,quantile,0.6,2023-12-23,wk inc flu hosp,2023-12-30,206
1,01,quantile,0.65,2023-12-23,wk inc flu hosp,2023-12-30,212
1,01,quantile,0.7,2023-12-23,wk inc flu hosp,2023-12-30,219
1,01,quantile,0.75,2023-12-23,wk inc flu hosp,2023-12-30,227
1,01,quantile,0.8,2023-12-23,wk inc flu hosp,2023-12-30,237
1,01,quantile,0.85,2023-12-23,wk inc flu hosp,2023-12-30,248
1,01,quantile,0.9,2023-12-23,wk inc flu hosp,2023-12-30,264
1,01,quantile,0.95,2023-12-23,wk inc flu hosp,2023-12-30,297
1,01,quantile,0.975,2023-12-23,wk inc flu hosp,2023-12-30,330
1,01,quantile,0.99,2023-12-23,wk inc flu hosp,2023-12-30,371
2,01,quantile,0.01,2023-12-23,wk inc flu hosp,2024-01-06,118
2,01,quantile,0.025,2023-12-23,wk inc flu hosp,2024-01-06,129
2,01,quantile,0.05,2023-12-23,wk inc flu hosp,2024-01-06,141
2,01,quantile,0.1,2023-12-23,wk inc flu hosp,2024-01-06,156
2,01,quantile,0.15,2023-12-23,wk inc flu hosp,2024-01-06,166
2,01,quantile,0.2,2023-12-23,wk inc flu hosp,2024-01-06,174
2,01,quantile,0.25,2023-12-23,wk inc flu hosp,2024-01-06,182
2,01,quantile,0.3,2023-12-23,wk inc flu hosp,2024-01-06,189
2,01,quantile,0.35,2023-12-23,wk inc flu hosp,2024-01-06,196
2,01,quantile,0.4,2023-12-23,wk inc flu hosp,2024-01-06,202
2,01,quantile,0.45,2023-12-23,wk inc flu hosp,2024-01-06,209
2,01,quantile,0.5,2023-12-23,wk inc flu hosp,2024-01-06,217
2,01,quantile,0.55,2023-12-23,wk inc flu hosp,2024-01-06,224
2,01,quantile,0.6,2023-12-23,wk inc flu hosp,2024-01-06,232
2,01,quantile,0.65,2023-12-23,wk inc flu hosp,2024-01-06,240
2,01,quantile,0.7,2023-12-23,wk inc flu hosp,2024-01-06,249
2,01,quantile,0.75,2023-12-23,wk inc flu hosp,2024-01-06,260
2,01,quantile,0.8,2023-12-23,wk inc flu hosp,2024-01-06,271
2,01,quantile,0.85,2023-12-23,wk inc flu hosp,2024-01-06,287
2,01,quantile,0.9,2023-12-23,wk inc flu hosp,2024-01-06,312
2,01,quantile,0.95,2023-12-23,wk inc flu hosp,2024-01-06,355
2,01,quantile,0.975,2023-12-23,wk inc flu hosp,2024-01-06,404
2,01,quantile,0.99,2023-12-23,wk inc flu hosp,2024-01-06,547
3,01,quantile,0.01,2023-12-23,wk inc flu hosp,2024-01-13,112
3,01,quantile,0.025,2023-12-23,wk inc flu hosp,2024-01-13,127
3,01,quantile,0.05,2023-12-23,wk inc flu hosp,2024-01-13,141
3,01,quantile,0.1,2023-12-23,wk inc flu hosp,2024-01-13,158
3,01,quantile,0.15,2023-12-23,wk inc flu hosp,2024-01-13,172
