horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2023-12-30,wk inc flu hosp,2023-12-30,198
0,01,quantile,0.025,2023-12-30,wk inc flu hosp,2023-12-30,215
0,01,quantile,0.05,2023-12-30,wk inc flu hosp,2023-12-30,232
0,01,quantile,0.1,2023-12-30,wk inc flu hosp,2023-12-30,253
0,01,quantile,0.15,2023-12-30,wk inc flu hosp,2023-12-30,269
0,01,quantile,0.2,2023-12-30,wk inc flu hosp,2023-12-30,281
0,01,quantile,0.25,2023-12-30,wk inc flu hosp,2023-12-30,293
0,01,quantile,0.3,2023-12-30,wk inc flu hosp,2023-12-30,302
0,01,quantile,0.35,2023-12-30,wk inc flu hosp,2023-12-30,312
0,01,quantile,0.4,2023-12-30,wk inc flu hosp,2023-12-30,321
0,01,quantile,0.45,2023-12-30,wk inc flu hosp,2023-12-30,330
0,01,quantile,0.5,2023-12-30,wk inc flu hosp,2023-12-30,341
0,01,quantile,0.55,2023-12-30,wk inc flu hosp,2023-12-30,350
0,01,quantile,0.6,2023-12-30,wk inc flu hosp,2023-12-30,361
0,01,quantile,0.65,2023-12-30,wk inc flu hosp,2023-12-30,371
0,01,quantile,0.7,2023-12-30,wk inc flu hosp,2023-12-30,383
0,01,quantile,0.75,2023-12-30,wk inc flu hosp,2023-12-30,397
0,01,quantile,0.8,2023-12-30,wk inc flu hosp,2023-12-30,411
0,01,quantile,0.85,2023-12-30,wk inc flu hosp,2023-12-30,430
0,01,quantile,0.9,2023-12-30,wk inc flu hosp,2023-12-30,457
0,01,quantile,0.95,2023-12-30,wk inc flu hosp,2023-12-30,502
0,01,quantile,0.975,2023-12-30,wk inc flu hosp,2023-12-30,538
0,01,quantile,0.99,2023-12-30,wk inc flu hosp,2023-12-30,590
1,01,quantile,0.01,2023-12-30,wk inc flu hosp,2024-01-06,217
1,01,quantile,0.025,2023-12-30,wk inc flu hosp,2024-01-06,238
1,01,quantile,0.05,2023-12-30,wk inc flu hosp,2024-01-06,261
1,01,quantile,0.1,2023-12-30,wk inc flu hosp,2024-01-06,287
1,01,quantile,0.15,2023-12-30,wk inc flu hosp,2024-01-06,308
1,01,quantile,0.2,2023-12-30,wk inc flu hosp,2024-01-06,325
1,01,quantile,0.25,2023-12-30,wk inc flu hosp,2024-01-06,340
1,01,quantile,0.3,2023-12-30,wk inc flu hosp,2024-01-06,353
1,01,quantile,0.35,2023-12-30,wk inc flu hosp,2024-01-06,366
1,01,quantile,0.4,2023-12-30,wk inc flu hosp,2024-01-06,378
1,01,quantile,0.45,2023-12-30,wk inc flu hosp,2024-01-06,392
1,01,quantile,0.5,2023-12-30,wk inc flu hosp,2024-01-06,406
1,01,quantile,0.55,2023-12-30,wk inc flu hosp,2024-01-06,419
1,01,quantile,0.6,2023-12-30,wk inc flu hosp,2024-01-06,434
1,01,quantile,0.65,2023-12-30,wk inc flu hosp,2024-01-06,452
1,01,quantile,0.7,2023-12-30,wk inc flu hosp,2024-01-06,469
1,01,quantile,0.75,2023-12-30,wk inc flu hosp,2024-01-06,489
1,01,quantile,0.8,2023-12-30,wk inc flu hosp,2024-01-06,515
1,01,quantile,0.85,2023-12-30,wk inc flu hosp,2024-01-06,541
1,01,quantile,0.9,2023-12-30,wk inc flu hosp,2024-01-06,581
1,01,quantile,0.95,2023-12-30,wk inc flu hosp,2024-01-06,649
1,01,quantile,0.975,2023-12-30,wk inc flu hosp,2024-01-06,767
1,01,quantile,0.99,2023-12-30,wk inc flu hosp,2024-01-06,851
2,01,quantile,0.01,2023-12-30,wk inc flu hosp,2024-01-13,229
2,01,quantile,0.025,2023-12-30,wk inc flu hosp,2024-01-13,258
2,01,quantile,0.05,2023-12-30,wk inc flu hosp,2024-01-13,288
2,01,quantile,0.1,2023-12-30,wk inc flu hosp,2024-01-13,320
2,01,quantile,0.15,2023-12-30,wk inc flu hosp,2024-01-13,344
2,01,quantile,0.2,2023-12-30,wk inc flu hosp,2024-01-13,367
2,01,quantile,0.25,2023-12-30,wk inc flu hosp,2024-01-13,385
2,01,quantile,0.3,2023-12-30,wk inc flu hosp,2024-01-13,403
2,01,quantile,0.35,2023-12-30,wk inc flu hosp,2024-01-13,422
2,01,quantile,0.4,2023-12-30,wk inc flu hosp,2024-01-13,440
2,01,quantile,0.45,2023-12-30,wk inc flu hosp,2024-01-13,457
2,01,quantile,0.5,2023-12-30,wk inc flu hosp,2024-01-13,477
