reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.01,11941.53359107726
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.025,12989.287310461898
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.05,14532.365078719367
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.1,15737.53327057555
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.15,16320.431420282695
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.2,16719.179047972804
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.25,17068.338232238686
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.3,17371.15203921661
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.35,17657.193813661648
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.4,17933.557546548996
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.45,18206.169731339705
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.5,18482.75207867632
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.55,18772.06015637882
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.6,19095.336294521025
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.65,19435.844364054225
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.7,19775.30678314853
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.75,20153.8346903145
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.8,20615.52794239344
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.85,21158.197729590986
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.9,21899.583437989408
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.95,23385.312434941865
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.975,25291.611517882266
2024-01-13,0,wk inc flu hosp,2024-01-13,US,quantile,0.99,26871.11343402869
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.01,10526.128379746977
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.025,11493.685017868276
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.05,12688.263989558034
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.1,14222.970402414558
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.15,15052.865306757116
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.2,15799.192347204951
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.25,16296.699255308078
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.3,16712.545055199767
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.35,17092.463230579728
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.4,17459.800749922422
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.45,17823.1388320325
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.5,18181.993234496564
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.55,18556.242026531872
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.6,18949.75194614855
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.65,19365.94245856777
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.7,19836.687810239397
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.75,20383.97215024517
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.8,21063.851937118747
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.85,22017.78363546959
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.9,23111.1486671441
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.95,25148.30322337187
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.975,26836.30280571633
2024-01-13,1,wk inc flu hosp,2024-01-20,US,quantile,0.99,28595.685677133995
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.01,9147.527669201709
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.025,10094.898158870448
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.05,11222.707891068796
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.1,13002.226620252186
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.15,13867.242756485985
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.2,14619.898440874049
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.25,15327.179361112674
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.3,15837.409773898084
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.35,16287.841253476234
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.4,16698.568322856718
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.45,17105.092204880515
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.5,17503.10651332167
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.55,17911.959185877247
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.6,18353.67085968527
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.65,18841.07503588406
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.7,19371.13398166788
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.75,20004.761061173136
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.8,20867.19095944171
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.85,21845.45837028975
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.9,23039.42539747773
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.95,25458.364460062458
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.975,27204.73628247399
2024-01-13,2,wk inc flu hosp,2024-01-27,US,quantile,0.99,29075.73068622713
2024-01-13,3,wk inc flu hosp,2024-02-03,US,quantile,0.01,7990.622570162648
2024-01-13,3,wk inc flu hosp,2024-02-03,US,quantile,0.025,9139.420916985468
2024-01-13,3,wk inc flu hosp,2024-02-03,US,quantile,0.05,10265.044570371903
2024-01-13,3,wk inc flu hosp,2024-02-03,US,quantile,0.1,11943.049165163697
2024-01-13,3,wk inc flu hosp,2024-02-03,US,quantile,0.15,13147.173239818458
2024-01-13,3,wk inc flu hosp,2024-02-03,US,quantile,0.2,13921.25829964493
2024-01-13,3,wk inc flu hosp,2024-02-03,US,quantile,0.25,14639.0427355111
2024-01-13,3,wk inc flu hosp,2024-02-03,US,quantile,0.3,15302.262594190432
