reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.01,0
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.025,13.50000000000002
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.05,64.10000000000002
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.1,90.10000000000002
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.15,97.05
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.2,101.4
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.25,104
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.3,105
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.35,107
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.4,109
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.45,110
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.5,111
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.55,112
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.6,113
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.65,115
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.7,117
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.75,118
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.8,120.6
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.85,124.95
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.9,131.90000000000006
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.95,157.89999999999995
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.975,208.49999999999935
2024-02-17,0,wk inc flu hosp,2024-02-17,01,quantile,0.99,233.7199999999999
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.01,0
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.025,0
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.05,1
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.1,6
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.15,8
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.2,8
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.25,9
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.3,10
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.35,10
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.4,10
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.45,11
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.5,11
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.55,11
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.6,12
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.65,12
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.7,12
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.75,13
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.8,14
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.85,14
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.9,16
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.95,21
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.975,30.299999999999876
2024-02-17,0,wk inc flu hosp,2024-02-17,02,quantile,0.99,34.859999999999964
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.01,0
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.025,0
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.05,0
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.1,130.50000000000003
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.15,158.05
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.2,165.4
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.25,172
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.3,177
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.35,179
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.4,180
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.45,182
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.5,184
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.55,186
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.6,188
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.65,189
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.7,191
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.75,196
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.8,202.6
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.85,209.95
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.9,237.5000000000001
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.95,368.8499999999999
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.975,406.24999999999966
2024-02-17,0,wk inc flu hosp,2024-02-17,04,quantile,0.99,459.1599999999998
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.01,181.28
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.025,217.35
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.05,229.35
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.1,255.7
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.15,264
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.2,267
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.25,270
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.3,272
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.35,273
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.4,273
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.45,275
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.5,276
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.55,277
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.6,279
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.65,279
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.7,280
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.75,282
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.8,285
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.85,288
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.9,296.30000000000007
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.95,322.65
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.975,334.6499999999999
2024-02-17,0,wk inc flu hosp,2024-02-17,05,quantile,0.99,370.7199999999999
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.01,0
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.025,0
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.05,61.700000000000024
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.1,268.50000000000006
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.15,332.49999999999994
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.2,368.8
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.25,374
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.3,381.1
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.35,385
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.4,388
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.45,391.15
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.5,395
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.55,398.85
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.6,402
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.65,405
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.7,408.9
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.75,416
2024-02-17,0,wk inc flu hosp,2024-02-17,06,quantile,0.8,421.2000000000001
