reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.01,9.047485763930071
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.025,19.701735381216256
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.05,23.32721568210763
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.1,28.093263060337176
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.15,31.134143081541165
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.2,32.94358590225463
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.25,34.83294967792835
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.3,36.73745095049537
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.35,38.89551303680297
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.4,41.54874255797013
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.45,42.70720232946532
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.5,44.60596211179285
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.55,46.489648905089865
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.6,49.58791032034941
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.65,52.50962232289085
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.7,54.230435814470326
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.75,57.85959070375564
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.8,62.185861986350005
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.85,67.23156198807581
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.9,74.1074799284653
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.95,86.06166394367847
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.975,98.96002749928095
2023-11-11,01,0,wk inc flu hosp,2023-11-11,quantile,0.99,113.7296590150936
