reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.01,9.694099927346876
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.025,15.17963308487058
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.05,22.426300414447734
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.1,30.273418036518645
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.15,33.10166938584808
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.2,36.462414571786304
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.25,39.8794735984628
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.3,43.28568474731934
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.35,45.99446026742792
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.4,48.88345493986062
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.45,52.45126287098616
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.5,54.59027567854707
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.55,56.800912039392735
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.6,59.03442323891591
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.65,62.08423218476432
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.7,64.45391101052373
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.75,67.08638587137433
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.8,70.20047769527274
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.85,73.66804397262436
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.9,77.8421399150552
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.95,83.52887584372841
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.975,89.72973207550211
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.99,98.90458152428702
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.01,4.430439544208352
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.025,9.210727981403904
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.05,16.71428100878904
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.1,24.866139972434095
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.15,27.52203189848912
