reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.01,29.85465332203717
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.025,43.66666976682857
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.05,50.733471494421046
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.1,57.971419208724704
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.15,61.815064471880035
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.2,64.59170451245633
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.25,69.3623953177749
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.3,73.61108853733029
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.35,77.10423037331783
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.4,80.77664909597803
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.45,85.28457627352438
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.5,88.70564686740813
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.55,93.0741047241201
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.6,96.69781106433396
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.65,100.93145937383292
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.7,104.6212922294302
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.75,108.42272728619848
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.8,112.09534459915604
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.85,115.50788086352424
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.9,119.8824572071962
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.95,125.51790717723956
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.975,138.5264829776918
2024-02-17,01,0,wk inc flu hosp,2024-02-17,quantile,0.99,172.1145883477553
2024-02-17,01,1,wk inc flu hosp,2024-02-24,quantile,0.01,20.97114774860967
2024-02-17,01,1,wk inc flu hosp,2024-02-24,quantile,0.025,32.405820856932905
2024-02-17,01,1,wk inc flu hosp,2024-02-24,quantile,0.05,39.039800227244
2024-02-17,01,1,wk inc flu hosp,2024-02-24,quantile,0.1,44.11717331866758
2024-02-17,01,1,wk inc flu hosp,2024-02-24,quantile,0.15,49.05759747102261
2024-02-17,01,1,wk inc flu hosp,2024-02-24,quantile,0.2,52.761048941168966
2024-02-17,01,1,wk inc flu hosp,2024-02-24,quantile,0.25,57.6069367622016
2024-02-17,01,1,wk inc flu hosp,2024-02-24,quantile,0.3,61.26985565128603
2024-02-17,01,1,wk inc flu hosp,2024-02-24,quantile,0.35,65.40361791997869
2024-02-17,01,1,wk inc flu hosp,2024-02-24,quantile,0.4,70.24682582470254
