reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.01,63.5
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.025,73.95741474168884
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.05,85.57316292369606
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.1,101.425
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.15,109.35
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.2,114.9112911676682
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.25,122.26917792546884
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.3,126.6967868268045
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.35,134
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.4,139.5
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.45,144.3956274897324
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.5,151.12100000000004
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.55,156.87353555283596
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.6,163.31733454209785
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.65,169.48626741232488
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.7,176.66705214176287
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.75,185.9
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.8,193.22
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.85,204.14256988596927
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.9,220.77243097107572
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.95,236.05
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.975,261.69100000000003
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.99,284.6291373938026
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.01,26.099351649258928
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.025,35.92946763186278
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.05,54.56912515682157
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.1,66.54373266811443
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.15,76.5
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.2,83.57825960473863
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.25,91.25
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.3,97.69495
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.35,103.5
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.4,109.125
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.45,115
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.5,120.5
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.55,125.5
