reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.01,46
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.025,55
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.05,60
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.1,66
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.15,68.5787
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.2,71.29
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.25,74.39
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.3,77
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.35,79
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.4,81
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.45,83
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.5,88
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.55,91
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.6,93.58153646188693
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.65,96.81327157602534
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.7,100
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.75,103
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.8,108
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.85,114
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.9,120.364
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.95,129.31510515634
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.975,139.363
2023-12-09,01,0,wk inc flu hosp,2023-12-09,quantile,0.99,152
2023-12-09,01,1,wk inc flu hosp,2023-12-16,quantile,0.01,38
2023-12-09,01,1,wk inc flu hosp,2023-12-16,quantile,0.025,47
2023-12-09,01,1,wk inc flu hosp,2023-12-16,quantile,0.05,51
