reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.01,17.54647207965275
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.025,21.67999760510154
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.05,27.150965683631213
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.1,34.2815
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.15,38.3365
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.2,41.0015
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.25,45.885000000000005
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.3,49.68
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.35,52.86612502171448
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.4,56.1425
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.45,58.265336078479976
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.5,60.45796440027364
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.55,63.4244816788127
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.6,65.42925433841567
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.65,66.68400775138642
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.7,69.34829133357971
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.75,72.81191341808187
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.8,76.32249883358705
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.85,80.8121522063283
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.9,85.6958685316911
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.95,94.9865
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.975,103.52
2023-11-18,01,0,wk inc flu hosp,2023-11-18,quantile,0.99,111.1665
2023-11-18,01,1,wk inc flu hosp,2023-11-25,quantile,0.01,15.90425867724366
2023-11-18,01,1,wk inc flu hosp,2023-11-25,quantile,0.025,22.62802788958834
2023-11-18,01,1,wk inc flu hosp,2023-11-25,quantile,0.05,27.570554800584635
2023-11-18,01,1,wk inc flu hosp,2023-11-25,quantile,0.1,35.295
2023-11-18,01,1,wk inc flu hosp,2023-11-25,quantile,0.15,38.438946593130254
2023-11-18,01,1,wk inc flu hosp,2023-11-25,quantile,0.2,41.95256232389561
2023-11-18,01,1,wk inc flu hosp,2023-11-25,quantile,0.25,45.22440244064803
2023-11-18,01,1,wk inc flu hosp,2023-11-25,quantile,0.3,49.55065538123963
