reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.01,18.47084292056401
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.025,25
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.05,28
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.1,31.75
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.15,35.25
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.2,38.5
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.25,41
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.3,43.82984237365967
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.35,46.155
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.4,48.80730401549091
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.45,51.092
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.5,54.155
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.55,57.08795601969637
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.6,58.705
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.65,61.78683887587216
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.7,64.05
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.75,66.54319293568716
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.8,69.60023884763638
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.85,73.33402198631218
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.9,78.4210699575276
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.95,83.76443792186421
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.975,91
2024-04-06,01,0,wk inc flu hosp,2024-04-06,quantile,0.99,106.35756586762146
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.01,12.745
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.025,15.450245845098625
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.05,19.5
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.1,23.93306998621705
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.15,26.79439313192796
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.2,29.514017260080596
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.25,34
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.3,37.771201882195825
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.35,40.528699325480304
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.4,44.63484601229571
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.45,47.946
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.5,49.78036063451749
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.55,51.761
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.6,54.434
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.65,56.65
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.7,59.38710361447362
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.75,62.35859577297758
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.8,64.045
2024-04-06,01,1,wk inc flu hosp,2024-04-13,quantile,0.85,66.6085
