reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.01,10.22824976605589
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.025,20.774727167147308
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.05,30.23006017004743
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.1,39.42163997773992
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.15,47.11978987246684
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.2,52.542031833317736
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.25,57.22420250697019
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.3,61.31566314951752
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.35,64.64809799012052
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.4,68.05001394729112
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.45,71.27212194735209
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.5,74.68930125784375
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.55,78.4474526947302
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.6,82.07976156617946
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.65,86.0501988087656
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.7,90.3373599758462
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.75,94.72772251978344
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.8,100.19949732339546
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.85,106.59354915962156
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.9,116.11989070146022
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.95,134.00307892613804
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.975,153.81227670509588
2024-03-09,01,0,wk inc flu hosp,2024-03-09,quantile,0.99,188.73355610430644
2024-03-09,01,1,wk inc flu hosp,2024-03-16,quantile,0.01,1.1144922127106929
2024-03-09,01,1,wk inc flu hosp,2024-03-16,quantile,0.025,13.304010326173652
2024-03-09,01,1,wk inc flu hosp,2024-03-16,quantile,0.05,21.10417801275781
