reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.01,21.564170936600185
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.025,38.0419999139943
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.05,45.41886748134867
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.1,60.03068858574477
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.15,69.22836034003716
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.2,76.57514483712589
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.25,82.01498342594971
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.3,87.1957445092772
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.35,91.86763189509932
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.4,96.27058577459248
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.45,99.57560227740494
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.5,103.82502718891104
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.55,107.89898802324026
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.6,112.13882237244248
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.65,116.95929112258844
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.7,122.07653782131172
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.75,127.6818881799364
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.8,133.80194174882317
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.85,141.35345513187622
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.9,151.78607657260443
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.95,169.80409475890568
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.975,187.7675057528309
2024-02-24,01,0,wk inc flu hosp,2024-02-24,quantile,0.99,218.7607199686348
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.01,0
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.025,19.501073206311418
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.05,29.406864279404047
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.1,42.5128786599389
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.15,51.766196125303765
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.2,60.02278722926502
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.25,66.88965777982088
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.3,72.58340320252366
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.35,78.57532543420166
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.4,84.6789051365688
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.45,89.50474372758165
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.5,94.71967351505316
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.55,100.51645261662463
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.6,106.53674900337636
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.65,112.81358745605075
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.7,119.11855292925586
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.75,126.12389240210726
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.8,133.60259952411144
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.85,143.62437364210422
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.9,158.40028922730744
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.95,187.71458734763144
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.975,218.65575764969623
2024-02-24,01,1,wk inc flu hosp,2024-03-02,quantile,0.99,273.74094925756674
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.01,0
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.025,4.792394711642497
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.05,17.4695635481908
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.1,30.04241867405031
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.15,39.56482919287456
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.2,48.44916972765013
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.25,55.76106243903072
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.3,61.61721665532863
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.35,68.3925688066384
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.4,73.70893644734966
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.45,79.78190526135913
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.5,86.43057426168055
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.55,93.12431834811592
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.6,100.00066331343282
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.65,107.59356499316098
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.7,115.54834949280604
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.75,124.31519346368462
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.8,133.28012048189282
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.85,145.65178485622073
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.9,163.96794971130123
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.95,204.40405238808535
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.975,254.12871287778
2024-02-24,01,2,wk inc flu hosp,2024-03-09,quantile,0.99,333.4711737892743
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.01,0
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.025,0
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.05,11.1300421089527
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.1,22.02662994145387
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.15,30.736597578899747
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.2,38.511247555581555
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.25,45.68255261638452
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.3,52.06044435472525
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.35,58.16961359574222
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.4,64.92782217038194
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.45,72.14989419872575
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.5,78.46999667946281
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.55,85.9317455478942
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.6,94.28012483553772
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.65,103.08373762390862
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.7,112.93097669983126
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.75,123.80797610529126
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.8,136.3314239270359
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.85,152.2220152559282
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.9,176.6116773250958
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.95,227.10306219687655
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.975,298.5660159253262
2024-02-24,01,3,wk inc flu hosp,2024-03-16,quantile,0.99,385.9345474243164
2024-02-24,02,0,wk inc flu hosp,2024-02-24,quantile,0.01,0
2024-02-24,02,0,wk inc flu hosp,2024-02-24,quantile,0.025,0
2024-02-24,02,0,wk inc flu hosp,2024-02-24,quantile,0.05,0
2024-02-24,02,0,wk inc flu hosp,2024-02-24,quantile,0.1,0.03136584369918319
2024-02-24,02,0,wk inc flu hosp,2024-02-24,quantile,0.15,0.8649025822687055
2024-02-24,02,0,wk inc flu hosp,2024-02-24,quantile,0.2,1.2537005308316789
2024-02-24,02,0,wk inc flu hosp,2024-02-24,quantile,0.25,1.71577719026156
2024-02-24,02,0,wk inc flu hosp,2024-02-24,quantile,0.3,2.1684029348028635
2024-02-24,02,0,wk inc flu hosp,2024-02-24,quantile,0.35,3
2024-02-24,02,0,wk inc flu hosp,2024-02-24,quantile,0.4,3.4
